Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID,Conc
9590,BM_32052,1388.8,60.848,11.37,11.37,GLY,100
9591,BM_32052,1388.6,58.459,10.882,10.882,GLY,100
9589,BM_32052,1515.3,2.222,25.939,25.939,ILE,100
9590,BM_32052,1515.9,2.199,26.743,26.743,ILE,100
9591,BM_32052,1515.5,2.167,26.504,26.504,ILE,100
9589,BM_32052,1496.4,6.989,24.133,24.133,LEU,100
9590,BM_32052,1496.9,6.893,25.076,25.076,LEU,100
9591,BM_32052,1496.6,6.805,24.924,24.924,LEU,100
9589,BM_32052,1553.9,2.994,12.97,12.97,NLE,100
9590,BM_32052,1554.5,2.916,13.515,13.515,NLE,100
9591,BM_32052,1554.1,2.91,13.034,13.034,NLE,100
9589,BM_32052,2212.7,3.357,10.598,10.598,PHE,100
9590,BM_32052,2213.1,3.133,10.981,10.981,PHE,100
9591,BM_32052,2213.1,2.989,10.295,10.295,PHE,100
9589,BM_32052,1759.8,9.678,23.675,23.675,PRO,100
9590,BM_32052,1760.2,9.364,23.338,23.338,PRO,100
9591,BM_32052,1760.2,9.064,23.703,23.703,PRO,100
9589,BM_32052,1877,7.698,15.035,15.035,SER,100
9590,BM_32052,1877.2,7.48,14.104,14.104,SER,100
9591,BM_32052,1877.2,6.468,18.739,18.739,SER,100
9589,BM_32052,1801.6,2.948,-20.387,-20.387,THR,100
9590,BM_32052,1802.2,2.919,-19.587,-19.587,THR,100
9591,BM_32052,1802.2,2.799,-19.166,-19.166,THR,100
9589,BM_32052,1427.3,6.569,22.404,22.404,VAL,100
9590,BM_32052,1427.7,6.768,25.59,25.59,VAL,100
9591,BM_32052,1427.5,6.343,22.462,22.462,VAL,100
9579,SM_15182,1295,3.013,23.331,23.331,ALA,100
9580,SM_15182,1295,3.075,24,24,ALA,100
9581,SM_15182,1295.4,3.131,23.872,23.872,ALA,100
9579,SM_15182,1835.4,2.542,25.077,25.077,ASP,100
9580,SM_15182,1835.2,2.611,24.385,24.385,ASP,100
9581,SM_15182,1835.6,2.509,25.055,25.055,ASP,100
9579,SM_15182,2100.7,3.543,26.395,26.395,GLU,100
9580,SM_15182,2100.4,3.694,27.284,27.284,GLU,100
9581,SM_15182,2100.7,3.622,27.164,27.164,GLU,100
9579,SM_15182,1369.6,10.983,10.855,10.855,GLY,100
9580,SM_15182,1369.4,11.277,11.269,11.269,GLY,100
9581,SM_15182,1369.8,11.315,10.634,10.634,GLY,100
9579,SM_15182,1511.7,0.664,17.492,17.492,ILE,100
9580,SM_15182,1511.7,0.699,16.862,16.862,ILE,100
9581,SM_15182,1512.1,0.713,17.201,17.201,ILE,100
9579,SM_15182,1490.4,1.556,26.25,26.25,LEU,100
9580,SM_15182,1490.4,1.629,25.528,25.528,LEU,100
9581,SM_15182,1490.6,1.639,24.739,24.739,LEU,100
9579,SM_15182,1552,1.639,12.304,12.304,NLE,100
9580,SM_15182,1552,1.723,11.376,11.376,NLE,100
9581,SM_15182,1552.2,1.722,10.543,10.543,NLE,100
9579,SM_15182,2207.2,0.852,11.118,11.118,PHE,100
9580,SM_15182,2207.2,0.886,10.903,10.903,PHE,100
9581,SM_15182,2207.5,0.854,10.395,10.395,PHE,100
9579,SM_15182,1751.6,2.278,29.08,29.08,PRO,100
9580,SM_15182,1751.4,2.427,29.308,29.308,PRO,100
9581,SM_15182,1751.6,2.388,28.668,28.668,PRO,100
9579,SM_15182,1859.1,0.932,20.116,20.116,SER,100
9580,SM_15182,1858.8,0.755,10.198,10.198,SER,100
9581,SM_15182,1859.1,0.719,8.735,8.735,SER,100
9579,SM_15182,1794.5,0.386,-22.536,-22.536,THR,100
9580,SM_15182,1794.5,0.4,-25.344,-25.344,THR,100
9581,SM_15182,1794.7,0.384,-24.44,-24.44,THR,100
9579,SM_15182,1420.6,1.181,27.833,27.833,VAL,100
9580,SM_15182,1420.6,1.24,27.148,27.148,VAL,100
9581,SM_15182,1421,1.243,26.719,26.719,VAL,100
9586,SM_16095,1295,3.01,23.32,23.32,ALA,100
9587,SM_16095,1295.2,3.017,23.261,23.261,ALA,100
9588,SM_16095,1295.2,2.974,24.086,24.086,ALA,100
9586,SM_16095,1835.4,2.54,25.87,25.87,ASP,100
9587,SM_16095,1835.6,2.558,26.293,26.293,ASP,100
9588,SM_16095,1835.6,2.527,25.58,25.58,ASP,100
9586,SM_16095,2099.6,3.162,27.021,27.021,GLU,100
9587,SM_16095,2100,3.142,26.633,26.633,GLU,100
9588,SM_16095,2099.8,3.086,26.186,26.186,GLU,100
9586,SM_16095,1368.5,9.999,11.645,11.645,GLY,100
9587,SM_16095,1368.7,9.465,11.439,11.439,GLY,100
9588,SM_16095,1369,9.577,11.634,11.634,GLY,100
9586,SM_16095,1511.9,0.561,29.101,29.101,ILE,100
9587,SM_16095,1490.8,1.827,27.108,27.108,ILE,100
9588,SM_16095,1512.1,0.551,27.081,27.081,ILE,100
9586,SM_16095,1490.8,1.826,26.466,26.466,LEU,100
9587,SM_16095,1420.8,1.645,27.804,27.804,LEU,100
9588,SM_16095,1491,1.797,25.59,25.59,LEU,100
9586,SM_16095,1552.5,2.033,10.438,10.438,NLE,100
9587,SM_16095,1552.7,2.052,10.462,10.462,NLE,100
9588,SM_16095,1552.7,1.999,11.324,11.324,NLE,100
9586,SM_16095,2207.5,0.873,8.618,8.618,PHE,100
9587,SM_16095,2207.7,0.861,10.197,10.197,PHE,100
9588,SM_16095,2207.7,0.84,10.434,10.434,PHE,100
9586,SM_16095,1747.2,0.57,34.472,34.472,PRO,100
9587,SM_16095,1747.2,0.555,31.968,31.968,PRO,100
9588,SM_16095,1747.2,0.543,32.97,32.97,PRO,100
9586,SM_16095,1860.1,0.84,11.06,11.06,SER,100
9587,SM_16095,1860.1,0.842,10.196,10.196,SER,100
9588,SM_16095,1860.1,0.842,9.613,9.613,SER,100
9586,SM_16095,1794.5,0.429,-29.562,-29.562,THR,100
9587,SM_16095,1794.7,0.424,-31.868,-31.868,THR,100
9588,SM_16095,1794.5,0.418,-31.91,-31.91,THR,100
9586,SM_16095,1420.6,1.208,26.648,26.648,VAL,100
9587,SM_16095,1388.2,0.594,23.043,23.043,VAL,100
9588,SM_16095,1420.8,1.168,27.327,27.327,VAL,100
9582,SM_25740,1295,2.578,24.046,24.046,ALA,100
9583,SM_25740,1294.3,2.49,24.144,24.144,ALA,100
9584,SM_25740,1294.8,2.45,23.831,23.831,ALA,100
9582,SM_25740,1834,1.821,26.858,26.858,ASP,100
9583,SM_25740,1833.1,1.78,26.72,26.72,ASP,100
9584,SM_25740,1833.3,1.769,25.63,25.63,ASP,100
9582,SM_25740,2099,2.781,29.915,29.915,GLU,100
9583,SM_25740,2098.2,2.754,30.579,30.579,GLU,100
9584,SM_25740,2098.6,2.758,30.537,30.537,GLU,100
9582,SM_25740,1370.2,11.424,11.968,11.968,GLY,100
9583,SM_25740,1369.6,11.113,11.702,11.702,GLY,100
9584,SM_25740,1370,10.899,11.869,11.869,GLY,100
9582,SM_25740,1512.3,0.701,29.587,29.587,ILE,100
9583,SM_25740,1511.7,0.211,23.898,23.898,ILE,100
9584,SM_25740,1512.1,0.671,27.953,27.953,ILE,100
9582,SM_25740,1490.6,2.061,16.779,16.779,LEU,100
9583,SM_25740,1490,1.974,15.755,15.755,LEU,100
9584,SM_25740,1490.4,1.894,15.57,15.57,LEU,100
9582,SM_25740,1552.9,1.868,12.301,12.301,NLE,100
9583,SM_25740,1552.2,1.806,13.134,13.134,NLE,100
9584,SM_25740,1552.7,1.781,13.582,13.582,NLE,100
9582,SM_25740,2206.6,0.513,9.053,9.053,PHE,100
9583,SM_25740,2205.8,0.508,10.077,10.077,PHE,100
9584,SM_25740,2206.2,0.507,11.38,11.38,PHE,100
9582,SM_25740,1753.1,3.008,28.112,28.112,PRO,100
9583,SM_25740,1752.5,2.985,27.867,27.867,PRO,100
9584,SM_25740,1752.7,2.93,28.937,28.937,PRO,100
9582,SM_25740,1856.1,0.308,6.958,6.958,SER,100
9583,SM_25740,1855.5,0.299,7.007,7.007,SER,100
9584,SM_25740,1855.7,0.294,9.705,9.705,SER,100
9582,SM_25740,1420.6,0.788,30.125,30.125,VAL,100
9583,SM_25740,1419.9,0.751,28.51,28.51,VAL,100
9584,SM_25740,1420.4,0.727,28.195,28.195,VAL,100
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
