Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID,Conc
11220,12AA,1824.8,1.582,-2.522,-2.522,THR,200
11221,12AA,1824.4,1.43,-0.759,-0.759,THR,200
11228,12AA,1824.6,1.658,-2.866,-2.866,THR,200
11235,12AA,1825,1.775,-3.049,-3.049,THR,200
11242,12AA,1825.2,1.753,-3.605,-3.605,THR,200
11243,12AA,1825.2,1.729,-3.297,-3.297,THR,200
11219,12AA,2622.8,1.505,4.858,4.858,TYR,200
11220,12AA,2624.2,1.379,3.804,3.804,TYR,200
11221,12AA,2624.2,1.295,5.199,5.199,TYR,200
11228,12AA,2624.6,1.518,3.718,3.718,TYR,200
11235,12AA,2624.8,1.626,4.438,4.438,TYR,200
11242,12AA,2624.6,1.616,3.034,3.034,TYR,200
11243,12AA,2624.8,1.619,3.43,3.43,TYR,200
11219,12AA,1437.3,1.769,2.521,2.521,VAL,200
11220,12AA,1438.1,2.231,1.689,1.689,VAL,200
11221,12AA,1437.7,2.027,1.528,1.528,VAL,200
11228,12AA,1437.9,2.218,-0.485,-0.485,VAL,200
11235,12AA,1437.9,2.394,0.41,0.41,VAL,200
11242,12AA,1437.9,2.446,-0.356,-0.356,VAL,200
11243,12AA,1437.9,2.419,-0.419,-0.419,VAL,200
11239,RM_11449,1317.5,10.539,24.517,24.517,ALA,200
11240,RM_11449,1317.5,10.462,24.237,24.237,ALA,200
11241,RM_11449,1316.5,9.365,24.294,24.294,ALA,200
11239,RM_11449,1868,3.683,24.414,24.414,ASP,200
11240,RM_11449,1867.6,3.642,24.431,24.431,ASP,200
11241,RM_11449,1866.8,3.292,24.376,24.376,ASP,200
11239,RM_11449,2126.4,5.171,29.439,29.439,GLU,200
11240,RM_11449,2126.2,5.117,28.375,28.375,GLU,200
11241,RM_11449,2125.1,4.591,28.369,28.369,GLU,200
11239,RM_11449,1398,35.581,8.483,8.483,GLY,200
11240,RM_11449,1398.2,35.402,8.59,8.59,GLY,200
11241,RM_11449,1396.7,31.871,8.533,8.533,GLY,200
11239,RM_11449,1508.6,2.51,25.401,25.401,LEU,200
11240,RM_11449,1508.4,2.495,25.408,25.408,LEU,200
11241,RM_11449,1507.5,2.233,26.092,26.092,LEU,200
11239,RM_11449,1567.1,0.815,12.457,12.457,NLE,200
11240,RM_11449,1566.9,0.803,11.245,11.245,NLE,200
11241,RM_11449,1566.5,0.736,12.112,12.112,NLE,200
11239,RM_11449,1440,1.65,25.837,25.837,VAL,200
11240,RM_11449,1439.8,2.64,24.476,24.476,VAL,200
11241,RM_11449,1439.2,2.397,23.088,23.088,VAL,200
11229,RM_11768,1314.4,5.197,22.645,22.645,ALA,200
11230,RM_11768,1312.9,3.01,22.573,22.573,ALA,200
11231,RM_11768,1313.6,3.986,22.952,22.952,ALA,200
11229,RM_11768,1862.2,1.936,25.016,25.016,ASP,200
11230,RM_11768,1858.8,1.14,23.834,23.834,ASP,200
11231,RM_11768,1860.3,1.503,26.168,26.168,ASP,200
11229,RM_11768,2120.3,2.567,29.584,29.584,GLU,200
11230,RM_11768,2117.2,1.473,28.493,28.493,GLU,200
11231,RM_11768,2118.4,1.974,28.907,28.907,GLU,200
11229,RM_11768,1391.5,17.123,11.265,11.265,GLY,200
11230,RM_11768,1387.3,9.922,11.289,11.289,GLY,200
11231,RM_11768,1389.4,13.109,11.331,11.331,GLY,200
11229,RM_11768,1505.8,1.128,25.927,25.927,LEU,200
11230,RM_11768,1505.4,0.646,26.392,26.392,LEU,200
11231,RM_11768,1505.6,0.866,26.222,26.222,LEU,200
11229,RM_11768,1566.9,0.998,14.68,14.68,NLE,200
11230,RM_11768,1566.2,0.58,12.777,12.777,NLE,200
11231,RM_11768,1566.5,0.753,15.832,15.832,NLE,200
11229,RM_11768,1437.5,0.647,27.58,27.58,VAL,200
11230,RM_11768,1436.7,0.385,25.73,25.73,VAL,200
11231,RM_11768,1436.9,0.497,27.083,27.083,VAL,200
11232,RM_9730,1313.4,3.955,22.345,22.345,ALA,200
11233,RM_9730,1313.6,3.989,22.429,22.429,ALA,200
11234,RM_9730,1313.1,4.001,22.547,22.547,ALA,200
11232,RM_9730,1861.8,1.954,25.541,25.541,ASP,200
11233,RM_9730,1862,1.976,25.99,25.99,ASP,200
11234,RM_9730,1861.6,1.99,25.61,25.61,ASP,200
11232,RM_9730,2118.8,2.166,27.421,27.421,GLU,200
11233,RM_9730,2119.1,2.177,26.773,26.773,GLU,200
11234,RM_9730,2118.8,2.275,27.971,27.971,GLU,200
11232,RM_9730,1388.6,12.459,9.331,9.331,GLY,200
11233,RM_9730,1388.8,12.56,9.562,9.562,GLY,200
11234,RM_9730,1388.4,12.599,9.574,9.574,GLY,200
11232,RM_9730,1506.1,1.232,24.668,24.668,LEU,200
11233,RM_9730,1506.1,1.24,23.841,23.841,LEU,200
11234,RM_9730,1505.6,1.245,24.991,24.991,LEU,200
11232,RM_9730,1567.1,1.145,13.281,13.281,NLE,200
11233,RM_9730,1567.1,1.168,13.125,13.125,NLE,200
11234,RM_9730,1566.7,1.175,14.104,14.104,NLE,200
11232,RM_9730,1437.1,0.777,24.811,24.811,VAL,200
11233,RM_9730,1437.3,0.788,23.393,23.393,VAL,200
11234,RM_9730,1436.9,0.792,26.111,26.111,VAL,200
11222,RM_9732,1312.7,2.528,18.935,18.935,ALA,200
11223,RM_9732,1312.5,2.693,18.878,18.878,ALA,200
11224,RM_9732,1311.7,2.673,18.882,18.882,ALA,200
11222,RM_9732,1860.1,1.336,25.792,25.792,ASP,200
11223,RM_9732,1859.9,1.394,24.984,24.984,ASP,200
11224,RM_9732,1858.8,1.367,25.439,25.439,ASP,200
11222,RM_9732,2118,1.566,28.284,28.284,GLU,200
11223,RM_9732,2117.8,1.644,27.469,27.469,GLU,200
11224,RM_9732,2117,1.623,27.635,27.635,GLU,200
11222,RM_9732,1386.9,8.807,7.481,7.481,GLY,200
11223,RM_9732,1386.9,9.079,7.156,7.156,GLY,200
11224,RM_9732,1385.7,8.935,7.013,7.013,GLY,200
11222,RM_9732,1505.8,0.836,24.716,24.716,LEU,200
11223,RM_9732,1505.6,0.855,24.481,24.481,LEU,200
11224,RM_9732,1504.6,0.835,24.922,24.922,LEU,200
11222,RM_9732,1567.3,1.183,16.112,16.112,NLE,200
11223,RM_9732,1567.1,1.215,14.33,14.33,NLE,200
11224,RM_9732,1566.2,1.189,15.186,15.186,NLE,200
11222,RM_9732,1436.9,0.533,25.785,25.785,VAL,200
11223,RM_9732,1436.7,0.542,26.841,26.841,VAL,200
11224,RM_9732,1435.8,0.528,26.548,26.548,VAL,200
11236,SI_253041,1312.3,2.809,20.848,20.848,ALA,200
11237,SI_253041,1312.1,2.766,21.326,21.326,ALA,200
11238,SI_253041,1312.5,2.752,20.406,20.406,ALA,200
11236,SI_253041,1859.7,1.381,24.37,24.37,ASP,200
11237,SI_253041,1859.5,1.358,23.245,23.245,ASP,200
11238,SI_253041,1860.1,1.349,24.282,24.282,ASP,200
11236,SI_253041,2118.4,1.903,29.522,29.522,GLU,200
11237,SI_253041,2118,1.872,28.484,28.484,GLU,200
11238,SI_253041,2118.6,1.864,28.65,28.65,GLU,200
11236,SI_253041,1386.9,9.667,7.972,7.972,GLY,200
11237,SI_253041,1386.7,9.522,8.29,8.29,GLY,200
11238,SI_253041,1387.1,9.477,8.068,8.068,GLY,200
11236,SI_253041,1505.4,0.961,25.296,25.296,LEU,200
11237,SI_253041,1505.2,0.944,26.506,26.506,LEU,200
11238,SI_253041,1505.6,0.938,26.279,26.279,LEU,200
11236,SI_253041,1567.1,1.355,13.175,13.175,NLE,200
11237,SI_253041,1566.9,1.332,13.029,13.029,NLE,200
11238,SI_253041,1567.3,1.324,12.451,12.451,NLE,200
11236,SI_253041,1436.5,0.537,25.771,25.771,VAL,200
11237,SI_253041,1436.2,0.526,27.084,27.084,VAL,200
11238,SI_253041,1436.7,0.52,27.554,27.554,VAL,200
11225,SI_253042,1313.8,3.636,21.557,21.557,ALA,200
11226,SI_253042,1313.6,3.808,22.576,22.576,ALA,200
11227,SI_253042,1312.9,3.738,21.78,21.78,ALA,200
11225,SI_253042,1861.6,1.704,27.558,27.558,ASP,200
11226,SI_253042,1861.8,1.745,25.958,25.958,ASP,200
11227,SI_253042,1860.9,1.709,27.401,27.401,ASP,200
11225,SI_253042,2119.7,2.227,29.576,29.576,GLU,200
11226,SI_253042,2120.1,2.293,30.577,30.577,GLU,200
11227,SI_253042,2119.3,2.249,29.447,29.447,GLU,200
11225,SI_253042,1388.8,11.516,7.636,7.636,GLY,200
11226,SI_253042,1388.8,11.965,7.721,7.721,GLY,200
11227,SI_253042,1388,11.932,7.756,7.756,GLY,200
11225,SI_253042,1506.5,1.208,26.405,26.405,LEU,200
11226,SI_253042,1506.5,1.255,27.456,27.456,LEU,200
11227,SI_253042,1505.6,1.232,26.464,26.464,LEU,200
11225,SI_253042,1567.5,1.242,14.229,14.229,NLE,200
11226,SI_253042,1567.5,1.304,12.273,12.273,NLE,200
11227,SI_253042,1566.9,1.275,12.094,12.094,NLE,200
11225,SI_253042,1437.5,0.758,26.58,26.58,VAL,200
11226,SI_253042,1437.5,0.783,28.845,28.845,VAL,200
11227,SI_253042,1436.9,0.763,28.216,28.216,VAL,200
