Common Population Name,NMFS_POPID,ESU,Species,Start Year,Year,Spawners
Lewis River,13,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1972,18488
Lewis River,13,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1971,19926
Lewis River,13,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1970,4130
Lewis River,13,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1969,4986
Lewis River,13,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1968,7160
Lewis River,13,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1967,9711
Lewis River,13,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1966,11627
Lewis River,13,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1965,7927
Lewis River,13,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1964,16857
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2013,4436
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2012,2725
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2011,3685
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2010,4488
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2009,2602
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2008,1828
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2007,1847
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2006,2944
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2005,2870
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2004,4466
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2003,10048
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2002,13514
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2001,4652
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2000,2363
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1999,997
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1998,2108
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1997,2710
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1996,1602
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1995,2231
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1994,2512
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1993,2218
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1992,2683
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1991,2567
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1990,2698
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1989,7220
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1988,7700
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1987,5930
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1986,2229
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1985,4300
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1984,2577
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1983,3654
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1982,3024
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1981,3991
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1980,2418
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1979,8253
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1978,3192
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1977,5837
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1976,3726
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1975,4766
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1974,7566
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1973,8390
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1972,21027
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1971,22758
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1970,9706
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1969,4260
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1968,2303
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1967,5487
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1966,4782
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1965,5707
Lower Cowlitz River,15,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1964,3312
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2014,745
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2013,2283
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2012,908
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2011,1608
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2010,2139
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2009,539
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2008,1725
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2007,1149
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2006,5752
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2005,3303
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2004,4711
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2003,13943
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2002,7896
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2001,4971
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2000,879
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1999,720
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1998,1353
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1997,560
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1996,1376
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1995,405
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1994,516
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1993,184
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1992,150
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1991,156
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1990,123
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1989,-99
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1988,-99
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1987,-99
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1986,0
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1985,9
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1984,-99
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1983,-99
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1982,9
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1981,163
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1980,37
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1979,4557
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1978,6743
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1977,1054
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1976,1694
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1975,703
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1974,1516
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1973,1043
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1972,6597
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1971,5729
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1970,4170
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1969,2548
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1968,2515
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1967,1562
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1966,1348
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1965,1465
Toutle River,25,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1964,2494
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2005,452
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2004,754
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2003,1499
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2002,365
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2001,407
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2000,12
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1999,126
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1998,202
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1997,148
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1996,166
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1995,4
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1994,11
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1993,0
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1992,54
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1991,52
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1990,11
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1989,112
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1988,1206
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1987,776
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1986,403
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1985,168
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1984,126
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1983,442
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1982,361
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1981,197
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1980,355
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1979,884
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1978,1322
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1977,922
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1976,549
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1975,556
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1974,481
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1973,472
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1972,1190
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1971,1801
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1970,51
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1969,29
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1968,254
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1967,228
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1966,862
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1965,83
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1964,774
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2011,1815
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2009,343
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2008,181
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2007,263
Upper Gorge Tributaries,29,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2006,235
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1998,223
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1997,124
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1996,32
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1995,222
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1994,283
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1993,105
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1992,132
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1991,67
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1990,124
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1989,205
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1988,366
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1987,161
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2014,1704
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2013,1232
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2012,755
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2011,379
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1986,97
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1985,152
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1984,369
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1983,250
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1982,1562
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1981,793
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1980,1539
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1979,636
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1978,796
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1977,216
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1976,1881
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1975,1798
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2010,1505
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2009,964
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2008,770
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2007,898
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2006,755
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2005,1448
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2004,8691
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2003,11480
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2002,1787
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2001,1668
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,2000,147
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1999,401
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1974,869
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1973,874
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1972,864
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1971,712
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1970,634
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1969,2767
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1968,575
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1967,1212
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1966,2865
White Salmon River,31,"Salmon, Chinook (Lower Columbia River ESU)", ,1965,1965,914
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,2013,1934
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,2012,1128
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,2011,857
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,2010,715
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,2009,744
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,2008,1530
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,2007,2223
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,2006,1538
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,2005,866
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,2004,1274
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,2003,841
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,2002,726
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,2001,996
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,2000,142
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1999,494
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1998,605
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1997,371
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1996,435
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1995,960
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1994,663
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1993,253
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1992,736
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1991,523
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1990,529
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1989,559
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1988,593
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1987,1559
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1986,978
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1985,841
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1984,906
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1983,855
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1982,786
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1981,669
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1980,1392
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1979,1268
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1978,967
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1977,689
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1976,485
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1975,657
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1974,590
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1973,1036
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1972,451
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1971,505
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1970,1746
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1969,493
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1968,1451
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1967,1352
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1966,1884
Cedar River,35,"Salmon, Chinook (Puget Sound ESU)", ,1965,1965,1047
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,2013,2413
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,2012,3813
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,2011,1208
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,2010,2608
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,2009,1416
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,2008,5946
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,2007,2651
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,2006,5898
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,2005,3204
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,2004,7703
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,2003,3490
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,2002,4436
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,2001,4628
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,2000,4821
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1999,3476
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1998,4524
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1997,2161
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1996,4170
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1995,2877
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1994,2972
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1993,1681
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1992,2059
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1991,2207
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1990,2993
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1989,2221
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1988,4096
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1987,3884
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1986,3466
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1985,3664
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1984,2448
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1983,2896
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1982,3752
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1981,2476
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1980,5368
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1979,5281
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1978,6002
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1977,4640
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1976,3322
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1975,3112
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1974,4768
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1973,3686
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1972,2812
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1971,6888
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1970,4737
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1969,3177
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1968,4410
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1967,2946
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1966,6622
Skykomish River,48,"Salmon, Chinook (Puget Sound ESU)", ,1965,1965,4742
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,2013,915
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,2012,1409
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,2011,722
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,2010,1836
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,2009,899
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,2008,3726
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,2007,2478
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,2006,2718
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,2005,1299
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,2004,3121
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,2003,1987
