"","X","Sample.ID","NLE.mean","ALA.mean","VAL.mean","ILE.mean","ASP.mean","PHE.mean","GLU.mean","TYR.mean","THR.mean","SER.mean","PRO.mean","GLY.mean","years","Location.2","Length","Sex","Lat","Long","State","Museum","N.quantity..ug.","d15N","C.quantity..ug.","d13C","Year","d13C.s","TP.GLU","TP.ALA","TP.ASP","TP.VAL","TP.PRO","TPmean"
"141",141,"UA_11740",12.09170064,22.06245182,23.91568961,NA,23.14069383,9.309111604,26.69285184,NA,-25.49894301,14.55164898,25.54683333,8.104833333,1973,"SC",130,"F",60.4,-147.6166667,"AK","UA",41.9367,15.971,115.7986,-13.7008,1974,-14.0990409920155,4.80108188644628,6.56739668477272,5.00763039557377,2.86946708145594,3.55461208513089,4.56003762667592
"142",142,"UA_11742",13.07190149,21.68846425,24.75418121,NA,23.7073535,10.12631679,25.80489369,NA,-24.71951069,15.63116644,26.65666667,9.011333333,1973,"SC",116,"F",60.4,-147.6166667,"AK","UA",43.6252,16.7096,120.8407,-13.4086,1974,-13.8068409920155,4.30785282231405,5.88920672159091,4.51844419262295,2.64080533141762,3.24214759947644,4.11969133348439
"143",143,"UA_11743",17.22115332,21.53838556,23.36165538,NA,23.96195219,21.50036809,24.46363491,NA,-27.58107151,21.30689114,27.943,10.69633333,1973,"SC",137,"M",60.4,-147.6166667,"AK","UA",41.7885,20.2015,120.1829,-12.0964,1974,-12.4946409920155,0.629870567768595,0.83198112159091,0.870609333606558,0.935687121455939,0.912116956544503,0.836053020193301
"144",144,"UA_11743",17.22115332,21.53838556,23.36165538,NA,23.96195219,21.50036809,24.46363491,NA,-27.58107151,21.30689114,27.943,10.69633333,1973,"SC",137,"M",60.4,-147.6166667,"AK","UA",31.9883,16.5519,90.7157,-13.4465,1974,-13.8447409920155,0.629870567768595,0.83198112159091,0.870609333606558,0.935687121455939,0.912116956544503,0.836053020193301
"145",145,"UA_11747",12.2669721,21.72990016,22.533795,NA,22.61087337,13.49253471,26.40074615,NA,-19.70855669,16.40026247,24.808,8.8125,1973,"SC",102,"F",60.4,-147.6166667,"AK","UA",45.3818,16.6759,127.4654,-13.8089,1974,-14.2071409920155,3.50650744132232,4.78735682272727,3.72366721639344,2.26930038467433,2.73448900732984,3.40426417448944
"146",146,"UA_11770",12.25039816,22.60544109,24.68858289,NA,18.91725577,13.00728982,27.08975607,NA,-9.323336886,16.79532889,24.87683333,9.579833333,1972,"SC",1410,"M",60.16666667,-147.25,"AK","UA",46.0013,16.713,129.275,-13.4265,1973,-13.8141323464141,3.84616792355372,5.25438998579545,4.06054359631147,2.42676750478927,2.94966659031414,3.70750712015281
"147",147,"UA_11771",13.43984902,23.24771596,21.51599304,NA,24.2405071,13.3684849,28.31937285,NA,-25.67322232,15.48805543,26.08041667,9.470916667,1980,"SC",1320,"F",60.25,-147.4666667,"AK","UA",44.2565,16.538,125.2201,-13.2065,1981,-13.6875914273121,4.09736428305785,5.59978498011363,4.30968096926229,2.54322252203065,3.10880145680628,3.93177084225414
"148",148,"UA_11771",13.43984902,23.24771596,21.51599304,NA,24.2405071,13.3684849,28.31937285,NA,-25.67322232,15.48805543,26.08041667,9.470916667,1972,"SC",1320,"F",60.25,-147.4666667,"AK","UA",44.2565,16.538,125.2201,-13.2065,1973,-13.5941323464141,4.09736428305785,5.59978498011363,4.30968096926229,2.54322252203065,3.10880145680628,3.93177084225414
"149",149,"UA_11774",11.90238677,22.89332171,25.2260296,NA,25.19488499,9.243258067,26.78009969,NA,-25.88060591,15.86172476,27.22366667,10.19466667,1972,"SC",1130,"F",60.25,-147.4666667,"AK","UA",44.2875,16.7945,125.5098,-13.4397,1973,-13.8273323464141,4.84536741161157,6.628289281875,5.05155292463115,2.8899979187931,3.58266731311518,4.5995749700052
"150",150,"UA_11777",12.70605943,24.94300814,27.9049889,NA,26.46616578,10.86133866,28.87627679,NA,-25.5156962,18.05394546,26.80133333,11.59666667,1972,"SE",1321,"F",57.31666667,-133.5,"AK","UA",44.5315,19.0281,131.4448,-12.7731,1973,-13.1607323464141,4.98365978966942,6.81844130170454,5.18871175860655,2.95411047720306,3.67027662068063,4.72303998957284
"151",151,"UA_11779",NA,22.47344242,23.81949556,NA,23.595246,8.82982312,23.40487522,NA,-28.17958156,11.63115912,22.87066667,9.556,1972,"SE",1334,"F",57.25055556,-135.3836111,"AK","UA",43.2147,16.1616,128.4296,-14.3894,1973,-14.7770323464141,3.9886514338843,5.4503048125,4.20185920901639,2.49282307854406,3.039931013089,3.83471390940675
"152",152,"UA_11816",11.98494782,23.13786638,25.34034044,NA,22.8049274,9.620967769,25.96106309,NA,-24.04238458,16.34416811,29.27416667,11.0445,1973,"SC",138,"F",60.4,-147.6166667,"AK","UA",41.3075,16.5144,125.4745,-14.2481,1974,-14.6463409920155,4.49920112590909,6.15231063903409,4.7082240675,2.72951469821839,3.36336825253927,4.29052375664017
"153",153,"UA_11817",12.3462224,21.18560044,25.17444649,NA,22.83890397,10.92129761,24.72313156,NA,-23.8491409,14.78027973,26.20833333,8.426333333,1973,"SC",139,"F",60.4,-147.6166667,"AK","UA",44.1704,16.3531,128.5499,-13.9599,1974,-14.3581409920155,3.76499329132231,5.14277486647727,3.98003432991803,2.38913482088123,2.89824182329843,3.63503582637945
"154",154,"UA_11827",11.32150629,22.99267503,24.60078848,NA,26.80370804,13.66581313,28.9607796,NA,-24.41477546,15.79023901,27.39733333,9.956833333,1975,"BB",149,"M",60.28333333,-148.0166667,"AK","UA",44.5958,17.4308,126.9187,-12.9853,1976,-13.4056372350193,4.19689112768595,5.73663439147727,4.40839202008197,2.5893633197318,3.17185249450262,4.02062667069592
"155",155,"UA_11836",12.04110862,19.92833791,23.03947597,NA,20.51402264,13.51143348,22.14541197,NA,-19.77558574,14.80049299,21.64233333,9.5355,1973,"SC",104,"M",60.23333333,-147.3833333,"AK","UA",41.5004,16.7699,129.0737,-14.7285,1974,-15.1267409920155,2.27015906735537,3.08737780852273,2.4974528454918,1.69612738371648,1.95125260287958,2.30047394159319
"156",156,"UA_11920",12.50629085,22.13219831,24.26766855,NA,22.73257945,11.05359455,24.66197169,NA,-31.2927661,14.78497084,26.7445,7.421833333,1975,"SC",148.3,"F",60.33333333,-145.1666667,"AK","UA",45.1524,16.1103,128.8325,-14.8142,1976,-15.2345372350193,3.70903470991736,5.06583181704545,3.92453442540984,2.36319233678161,2.86279162251309,3.58507698233347
"157",157,"UA_11921",13.56789429,22.48827454,22.86279134,NA,21.72372043,14.94294219,26.44854172,NA,-25.16526734,16.20620664,31.35566667,9.573666667,1972,"SC",147.5,"F",60.45,-144.9166667,"AK","UA",42.8033,16.825,119.9884,-13.8686,1973,-14.2562323464141,3.10079325247934,4.22949981306818,3.32127855368852,2.08121066494253,2.47746588246073,3.04204963332786
"158",158,"UA_11921",13.56789429,22.48827454,22.86279134,NA,21.72372043,14.94294219,26.44854172,NA,-25.16526734,16.20620664,31.35566667,9.573666667,1972,"SC",147.5,"F",60.45,-144.9166667,"AK","UA",38.1682,18.0371,108.6082,-13.3542,1973,-13.7418323464141,3.10079325247934,4.22949981306818,3.32127855368852,2.08121066494253,2.47746588246073,3.04204963332786
"159",159,"UA_19119",13.1256643,26.3013878,26.26616815,NA,29.16520012,12.68146596,31.61285198,NA,-31.2271794,19.04623505,28.95833333,9.566666667,1972,"SE",1448,"M",57.31666667,-133.5,"AK","UA",43.3945,18.8274,117.9055,-11.7186,1973,-12.1062323464141,5.24874802231405,7.1829376215909,5.45162713688524,3.0770057881226,3.83821209790576,4.95970613336371
"160",160,"UA_19122",12.95065053,20.85934073,23.31667925,NA,23.83724571,8.193301214,25.528172,NA,-29.55084754,16.3557161,24.718,7.046333333,1972,"SE",1600,"M",57.31666667,-133.5,"AK","UA",42.3821,16.0257,121.5589,-14.4495,1973,-14.8371323464141,4.78694609512397,6.54795997170454,4.99361047139344,2.86291370693487,3.54565695031414,4.54741743909419
"161",161,"UA_19123",13.88382948,26.16983141,27.64448742,NA,27.29906187,10.50017451,28.87726599,NA,-28.73223105,18.10381927,32.02266667,11.73566667,1972,"SE",1536.7,"M",57.31666667,-133.5,"AK","UA",45.673,18.7451,130.2468,-12.4359,1973,-12.8235323464141,5.08841489090909,6.96247956590909,5.29260821147541,3.00267510268199,3.7366398,4.81656351419512
"162",162,"UA_19124",16.24270236,23.77559751,23.97857351,NA,22.60862638,12.96005757,27.78132134,NA,-33.22825665,19.61024777,29.819,10.65133333,1972,"SE",1460.5,"F",57.55,-133.5166667,"AK","UA",41.3811,17.1481,119.4303,-12.5804,1973,-12.9680323464141,4.05986968553719,5.54822990852272,4.2724937045082,2.52583996915709,3.08504833481675,3.89829632050839
"163",163,"UA_19159",12.50804603,25.8345259,26.9800071,NA,27.23199097,16.92511294,30.7904029,NA,-22.27477649,19.51236271,31.41883333,13.855,1981,"BB",NA,"M",56.9,-158.8,"AK","UA",44.9301,20.4049,125.6486,-11.6924,1982,-12.186657842606,3.78334833553719,5.16801305227272,3.99823892295082,2.39764424750958,2.90986988795811,3.65142288924568
"164",164,"UA_19161",11.62772555,25.85589696,26.14977462,NA,27.71395518,17.16733922,26.21360746,NA,-27.4880229,19.2197985,24.80433333,10.59466667,1981,"BB",NA,"M",56.9,-158.8,"AK","UA",34.9287,19.7269,96.3534,-11.8283,1982,-12.322557842606,2.38941643305785,3.25135668636364,2.61573269180328,1.75141528122605,2.02680308062827,2.40694483461582
"165",165,"UA_19172",22.25380943,25.49459532,25.80491378,NA,27.56744057,14.4105091,28.94290882,NA,-30.74493761,20.04058422,29.623,12.53133333,1981,"BB",1423,"M",55.88333333,-160.4666667,"AK","UA",41.7489,19.3342,118.2925,-13.1271,1982,-13.621357842606,3.97631396859504,5.43334079772727,4.1896228704918,2.48710341072797,3.03211513193717,3.82369923589585
"166",166,"UA_19173",12.78464882,25.09381301,26.21155931,NA,23.60837475,15.02239851,28.90532733,NA,-13.93887561,19.08158403,28.93133333,12.7055,1981,"BB",NA,"F",55.88333333,-160.4666667,"AK","UA",48.4735,20.248,134.7023,-12.8453,1982,-13.339557842606,3.78845048512397,5.17502850795454,4.00329925163934,2.40000961187739,2.91310213979057,3.65597799927716
"167",167,"UA_19174",11.2287841,23.63804449,25.10627085,NA,25.51127543,13.30931174,25.57010599,NA,-23.90969382,15.49729441,24.70966667,11.361,1981,"BB",NA,"M",55.88333333,-160.4666667,"AK","UA",43.8884,18.5015,126.3657,-14.1078,1982,-14.602057842606,3.31923800619835,4.52986134943182,3.53793277663934,2.18248198754789,2.61585234947644,3.23707329385877
"168",168,"UA_19175",10.15163314,25.79730758,25.28239972,NA,25.57878353,15.35604063,29.3290971,NA,-24.51601828,16.80572957,29.31966667,12.089,1981,"BB",NA,"F",55.88333333,-160.4666667,"AK","UA",43.0111,19.1445,120.5389,-12.6304,1982,-13.124657842606,3.81452046652893,5.21087473238636,4.02915554467213,2.41209569521073,2.92961767774869,3.67925282330937
"169",169,"UA_21485",14.27073209,24.38176658,25.47114091,NA,24.00063173,11.03356705,27.60837419,NA,-30.74886427,13.93576036,27.441,9.365333333,1965,"SE",NA,"F",55.87922,-131.112593,"AK","UA",39.3114,17.0044,114.7264,-13.1363,1966,-13.45717682592,4.56709297438017,6.24566193068181,4.77555942540983,2.76098946321839,3.40637827172775,4.35113641308359
"170",170,"UA_28932",12.99710805,27.32338025,25.73274334,NA,27.08664387,11.8915948,30.19934192,NA,-37.04196588,20.15314987,30.68733333,11.88133333,1965,"SE",NA,"F",55.925577,-131.158094,"AK","UA",37.665,18.9773,117.3108,-13.0549,1966,-13.37577682592,5.06835660495868,6.93489942272727,5.27271433770492,2.99337605057471,3.72393271832461,4.79865582685804
"171",171,"UA_28933",14.39448283,23.60970115,24.36150148,NA,22.87145411,11.425295,26.51946892,NA,-30.00543117,10.66178197,27.20733333,8.530666667,1965,"SE",NA,"F",55.35,-131.7666667,"AK","UA",39.4286,16.3271,112.0569,-12.725,1966,-13.04587682592,4.13881063801653,5.65677371818182,4.3507876,2.56243711570881,3.13505804816754,3.96877342401494
"172",172,"UA_28935",20.21478996,24.52929781,23.19079559,NA,26.14171004,14.8610934,28.81696152,NA,-34.46362004,19.92479366,29.298,12.222,1966,"BB",NA,"M",56.91666667,-158.6833333,"AK","UA",42.6211,18.9912,122.063,-12.9681,1967,-13.2977585196031,3.80954862975207,5.20403845681818,4.02422446065574,2.4097907440613,2.92646798010471,3.6748140542784
"173",173,"UA_28936",9.557999673,26.26758391,28.10272162,NA,27.6886984,18.88829997,28.5602244,NA,-23.48364802,19.05203075,31.60566667,12.48366667,1966,"BB",NA,"F",56.91666667,-158.6833333,"AK","UA",45.7684,20.1751,127.7796,-11.9112,1967,-12.2408585196031,2.57039136404959,3.50019721647727,2.79522422172131,1.83531553659004,2.14145212068063,2.56851609190377
"174",174,"UA_28937",11.02194112,25.25676971,25.81489205,NA,28.00504482,18.38866078,29.01772588,NA,-22.5209771,20.9532015,31.85733333,11.735,1966,"BB",NA,"F",56.91666667,-158.6833333,"AK",NA,NA,NA,NA,NA,1967,NA,2.84725023553719,3.88087816477273,3.06981375819672,1.96366773371648,2.31684439005236,2.81569085645509
"175",175,"UA_28938",10.76482238,25.33302131,28.08585554,NA,27.27679396,12.42084429,30.05616637,NA,-18.17889165,18.50592362,28.28033333,12.49233333,1966,"BB",NA,"F",56.91666667,-158.6833333,"AK",NA,NA,NA,NA,NA,1967,NA,4.87385349421488,6.66745764545454,5.0798055147541,2.90320411034483,3.60071347015707,4.62500684698508
"176",176,"UA_28940",13.72788795,26.04861812,23.45032342,NA,26.56294538,14.89327487,29.96966963,NA,-35.19497795,19.68532356,30.004,12.777,1966,"BB",NA,"F",56.91666667,-158.6833333,"AK","UA",41.9416,19.9807,118.7081,-11.7847,1967,-12.1143585196031,4.13366790578512,5.64970246136363,4.34568702131147,2.56005293716475,3.13180008691099,3.96418208250719
"177",177,"UA_28941",16.60413161,25.32406944,24.0934068,NA,23.16734593,14.39374103,29.77266041,NA,-6.953850468,19.28735351,27.46166667,11.53016667,1966,"BB",NA,"M",56.91666667,-158.6833333,"AK","UA",45.1387,18.5995,127.4501,-12.5614,1967,-12.8910585196031,4.22117502727273,5.77002475340909,4.43247687131147,2.60062137279693,3.18723653560209,4.04230691207846
"178",178,"UA_28943",29.66171144,25.89694168,25.93171929,NA,26.20053856,14.52332763,30.47486738,NA,-29.77691304,20.34772099,29.42433333,13.453,1966,"BB",NA,"",56.91666667,-158.6833333,"AK","UA",43.5287,19.4857,125.9273,-12.5438,1967,-12.8734585196031,4.38680901859504,5.99777149147727,4.59675320696721,2.67740954501916,3.29216696989529,4.19018204639079
"179",179,"UA_28950",12.03619431,23.17104903,25.64457586,NA,23.86445674,9.306234606,26.9887144,NA,-26.80740298,14.3725477,27.22016667,9.2045,1980,"SC",NA,"F",59.66666667,-149.5666667,"AK","UA",45.2446,17.0457,124.0639,-13.6715,1981,-14.1525914273121,4.88749415528926,6.68621355443181,5.09333436713115,2.90952794172414,3.6093549360733,4.63718499092993
"180",180,"UA_35432",12.13197539,23.56145682,25.61983555,NA,24.86793939,13.51082534,26.68983796,NA,-24.45168669,16.56321459,27.641,11.2365,1995,"SE",1110,"M",57.25055556,-135.3836111,"AK","UA",43.7242,17.2253,125.2791,-12.8831,1996,-13.6044015797249,3.58483836115702,4.8950618375,3.80135607950819,2.30561471915709,2.78411226020942,3.47419665150635
"181",181,"UA_35434",13.7822167,21.19852501,24.80566356,NA,24.64652901,10.35739802,26.40187552,NA,-19.40305018,13.5456828,25.195,10.045,1996,"SE",1020,"M",57.03416667,-135.2166667,"AK","UA",46.307,17.216,139.8444,-13.833,1997,-14.5740420190918,4.41369183884298,6.03473536931818,4.62341567622951,2.68987246168582,3.30919744764398,4.21418255874409
"182",182,"UA_35437",12.08930536,23.65281772,25.25044849,NA,24.83849512,10.1778118,27.12237071,NA,-28.37962322,16.53007808,27.84483333,9.590833333,1996,"SC",1675,"M",60.66166667,-145.62,"AK","UA",40.481,16.8447,117.7222,-14.4468,1997,-15.1878420190918,4.67404596570248,6.39272229375,4.88163575286885,2.81057303390805,3.47413383167539,4.44662217558095
"183",183,"UA_35438",11.23180224,22.57273679,26.3046797,NA,21.51046351,13.87938884,26.47512424,NA,-22.50877416,16.07525871,24.71416667,10.01466667,1996,"SC",1350,"M",60.66166667,-145.62,"AK","UA",45.7495,17.7283,129.4221,-14.4945,1997,-15.2355420190918,3.41612180991736,4.66307657954545,3.63402245081967,2.22739746743295,2.677229,3.32356946154309
"184",184,"UA_35439",18.6031582,21.82547659,22.54171677,NA,21.83552988,11.26251764,25.85428676,NA,-30.184016,21.24304034,30.62433333,8.526666667,1996,"SC",1480,"F",60.35666667,-147.1033333,"AK","UA",34.2445,16.1952,98.5481,-14.502,1997,-15.2430420190918,3.99348693553719,5.45695362727272,4.20665507540983,2.49506482452107,3.04299434136126,3.83903096082042
"185",185,"UA_35440",12.29280935,21.88683777,25.80415453,NA,20.99738899,20.12941978,30.67364002,NA,-19.23749319,18.22466134,26.46833333,11.098,1996,"SC",1300,"M",60.26666667,-147.3266667,"AK","UA",39.1841,17.6696,112.3906,-14.6401,1997,-15.3811420190918,2.8227083338843,3.84713305,3.04547301967213,1.95229007049808,2.3012969026178,2.79378027533446
"186",186,"UA_35442",13.56221522,23.61020955,25.40471074,NA,22.87688185,12.03683537,25.87748945,NA,-31.7198592,15.70212285,27.982,8.810666667,1996,"SC",1480,"M",60.35666667,-147.1033333,"AK","UA",42.9875,16.7648,119.8626,-14.6612,1997,-15.4022420190918,3.77622225454546,5.15821469090909,3.99117125245902,2.39434058544061,2.90535545968586,3.64506084860801
"187",187,"UA_35445",13.52357763,23.89160639,25.55847099,NA,24.59045271,12.44976876,27.9194073,NA,-30.06251121,16.7613014,26.89833333,9.7475,1996,"SC",1340,"F",60.26666667,-147.3266667,"AK","UA",38.0328,16.7023,106.4946,-13.9779,1997,-14.7189420190918,4.24741610661157,5.8061062375,4.45850285983606,2.61278677739464,3.20386046544503,4.06573448935746
"188",188,"UA_35446",10.39336257,24.93953704,25.48775488,NA,24.96215061,12.45724737,28.48895874,NA,-21.04003393,16.75248146,28.98533333,11.0095,1996,"SC",1310,"M",60.30333333,-147.3716667,"AK","UA",45.9289,17.5925,127.2165,-13.7989,1997,-14.5399420190918,4.40999915661157,6.02965793125,4.61975326188525,2.68816052854406,3.30685810445026,4.21088579654823
"189",189,"UA_35447",14.92626872,23.29327775,26.69895078,NA,24.45760672,10.75073128,27.8452201,NA,-29.08880684,15.33978597,28.10333333,14.457,1996,"SC",1440,"M",60.30333333,-147.3716667,"AK","UA",42.6025,16.7039,126.55,-15.4261,1997,-16.1671420190918,4.7174141214876,6.45235350795454,4.92464843196721,2.83067857739464,3.50160789895288,4.48534050755137
"190",190,"UA_35449",11.07197151,26.4195917,27.50342436,NA,20.83387426,14.16126835,25.88511649,NA,-21.98555107,15.29141496,27.60433333,9.511333333,1996,"SC",1490,"F",60.30333333,-147.3716667,"AK","UA",45.6093,17.6873,125.969,-13.6245,1997,-14.3655420190918,3.16392301570248,4.3163032375,3.38389085983607,2.11047771992337,2.51745908324607,3.0984107832416
"191",191,"UA_35450",11.02733252,22.41422343,23.88957823,NA,22.47493739,10.71966748,25.67421507,NA,-27.84046492,15.8838209,25.78533333,7.952,1996,"SC",1640,"M",60.30333333,-147.3716667,"AK","UA",34.4634,16.7397,98.9749,-14.5832,1997,-15.3242420190918,4.09842285661157,5.60124051875,4.3107308659836,2.54371327835249,3.10947207146597,3.93271591823273
"192",192,"UA_36254",14.41604159,22.82226976,25.67752102,NA,23.72188558,10.04665668,26.40426562,NA,-24.83616674,14.3319274,26.48033333,10.58066667,1965,"SE",NA,"M",55.625,-131.9611111,"AK","UA",43.1381,17.4365,123.4299,-13.7833,1966,-14.10417682592,4.50426704876033,6.15927628295454,4.71324846639344,2.73186326781609,3.36657755445026,4.29504652407493
"193",193,"UA_3702",10.63146699,24.00934562,27.0806942,NA,23.69235953,12.01511693,27.38625962,NA,-23.72394227,15.84450192,31.22233333,10.25633333,1955,"SC",NA,"F",60.5,-145.75,"AK","UA",41.2408,18.4749,119.368,-13.309,1956,-13.5539507891152,4.2189255714876,5.76693175170454,4.43024585368852,2.59957852164751,3.18581148769634,4.0402986372449
"194",194,"UA_37972",13.43560857,22.69271625,27.1118343,NA,25.19281291,11.94976813,28.15425237,NA,-34.57231187,17.57336456,31.58033333,9.008666667,1996,"SE",1530,"M",57.12333333,-135.4333333,"AK","UA",35.2144,17.0816,98.6062,-14.3699,1997,-15.1109420190918,4.45997478016529,6.09837441363636,4.66931924918033,2.71132930421456,3.33851805445026,4.25550316032936
"195",195,"UA_37973",14.15152812,22.63126406,24.8398804,NA,23.53022735,10.04461575,26.33890882,NA,-23.99968324,19.78216045,26.168,9.224333333,1995,"SE",1260,"F",55.525,-131.85,"AK","UA",41.9244,17.003,118.6008,-13.1675,1996,-13.8888015797249,4.48595254090909,6.13409383465909,4.69508407745901,2.72337263390805,3.35497516989529,4.27869565136611
"196",196,"UA_37974",14.68881853,23.89903427,25.52659584,NA,23.53341104,9.780950044,26.77078264,NA,-25.09271425,16.52822476,26.51733333,9.023333333,1995,"SE",1170,"M",55.525,-131.85,"AK","UA",42.2181,16.4499,119.0061,-13.2195,1996,-13.9408015797249,4.68714166,6.41072887340909,4.89462410540983,2.81664421785441,3.48243005685864,4.45831378270639
"197",197,"UA_41613",14.72233496,24.45588107,22.46609325,NA,24.8832759,9.46262648,28.02004174,NA,-33.64753885,15.06088921,26.38733333,9.601666667,1996,"SE",1500,"M",55.525,-131.85,"AK","UA",44.2376,16.7201,122.7807,-13.4057,1997,-14.1467420190918,5.14057466198347,7.03419925113636,5.34434044344262,3.02685645249042,3.76968342460733,4.86313084673204
"198",198,"UA_41615",14.40362863,22.35628175,23.66213677,NA,22.19827309,9.751989565,22.04381816,NA,-32.31999637,16.5180575,23.31933333,7.969666667,1995,"SE",1780,"F",55.605,-133.085,"AK","UA",41.2921,15.5507,121.2524,-14.4843,1996,-15.2056015797249,3.32821488285124,4.54220455482954,3.54683607233607,2.18664368132184,2.62153927133508,3.24508769253475
"199",199,"UA_41616",13.01539728,22.99226051,20.61550681,NA,22.29785613,8.87896566,26.51584133,NA,-28.70426939,17.95906157,24.25266667,8.454666667,1995,"SE",1550,"F",55.605,-133.085,"AK","UA",43.6365,16.3578,121.2274,-13.542,1996,-14.2633015797249,4.87430287975207,6.66807555056818,5.08025121680328,2.90341244616858,3.60099815942408,4.62540805054324
"200",200,"UA_42151",13.35796625,23.65075222,23.99964298,NA,25.54603375,12.6348952,26.94860657,NA,-30.26020604,19.29564831,26.716,9.3495,1996,"BB",1470,"F",58.2,-157.5,"AK","UA",46.5241,17.8114,130.6227,-14.2255,1997,-14.9665420190918,3.91305700785124,5.34636247670454,4.12688440942623,2.45777738678161,2.99204135052356,3.76722452625744
"201",201,"UA_42152",10.84533366,24.01708276,25.97694504,NA,26.02496827,16.27670003,25.02044226,NA,-20.68035198,21.14596925,29.13,12.10933333,1996,"BB",1360,"F",58.2,-157.5,"AK","UA",47.442,19.9123,135.3827,-13.0812,1997,-13.8222420190918,2.30190890950413,3.13103384147727,2.52894244303279,1.7108466591954,1.97136637722513,2.32881964608694
"202",202,"UA_43044",11.00154923,25.37828885,26.81139581,NA,25.72939123,16.65402159,26.44322735,NA,-25.18997285,17.24970559,30.193,11.847,1996,"BB",1215,"F",58.66666667,-160.25,"AK","UA",44.0367,19.511,127.7771,-13.3326,1997,-14.0736420190918,2.60431571570248,3.5468432,2.82887050491803,1.85104291800766,2.16294346387435,2.5988031605005
"203",203,"UA_47510",15.05204375,26.5673643,25.31013883,NA,25.98485828,16.89428471,31.32704147,NA,-12.0482422,19.55264278,28.9495,13.69766667,1985,"BB",1447,"M",56.885,-158.8666667,"AK","UA",46.089,20.201,129.153,-12.087,1986,-12.6376268351948,3.94749162479339,5.393710075,4.16103677540984,2.47374132796935,3.01385595078534,3.79796715079158
"204",204,"UA_47511",15.50824653,24.23105175,27.18376359,NA,27.57338956,14.16026417,30.30702258,NA,-28.43049729,23.79478852,29.646,12.856,1985,"BB",1421,"M",56.885,-158.8666667,"AK","UA",36.1907,19.497,101.6002,-13.1303,1986,-13.6809268351948,4.44327722603306,6.07541527670454,4.6527585602459,2.70358829252874,3.32794002277487,4.24059587565742
"205",205,"UA_52183",15.73583533,23.61776081,23.15544464,NA,22.27892599,15.24028271,27.45930373,NA,-2.859779455,19.11204648,25.80383333,9.434333333,1997,"BB",NA,"F",58.18333333,-157.45,"AK","UA",45.6555,17.5393,128.0938,-13.967,1998,-14.7283227109098,3.30715484049587,4.51324699659091,3.52594865327869,2.17688021340996,2.60819756910995,3.22628565457707
"206",206,"UA_52184",16.28135842,26.16475688,26.9986976,NA,25.63030617,14.57765668,31.3549661,NA,-20.69416918,20.27287185,29.41466667,11.82733333,1997,"BB",1540,"F",58.2,-157.4166667,"AK","UA",46.1443,19.7202,129.3267,-13.4857,1998,-14.2470227109098,4.62566801404959,6.32620261022727,4.83365434180328,2.78814494137931,3.44348601937173,4.40343118536623
"207",207,"UA_84943",13.60527124,24.06383951,25.72469808,NA,24.54344113,9.801946455,27.80740079,NA,-28.7641146,15.19076058,27.692,9.598666667,2002,"SC",1250,"M",61.13055556,-146.5861111,"AK","UA",42.1185,17.028,121.2668,-14.0599,2003,-14.9312618473983,4.98091654318182,6.81466933778409,5.1859909977459,2.9528387039272,3.66853875248691,4.72059086702518
"208",208,"UA_84950",13.24328593,24.33298553,29.48682038,NA,24.39594031,12.46228108,27.72737396,NA,NA,19.02648982,30.7585,11.043,2002,"SC",1160,"F",60.74388889,-146.2069444,"AK","UA",13.712,17.7951,48.548,-15.1774,2003,-16.0487618473983,4.18825000661157,5.72475285,4.39982172786885,2.58535728275862,3.16637827643979,4.01291202873577
"209",209,"UA_84958",12.29280062,22.48858393,24.46143117,NA,21.80843872,6.209699378,26.42421758,NA,-28.76113588,15.59763677,27.9305,7.0115,2002,"SC",1440,"F",60.78888889,-146.6577778,"AK","UA",35.0226,15.283,103.0192,-15.8971,2003,-16.7684618473983,5.6199019592562,7.69327428488636,5.81973882844262,3.24907332210728,4.0733410317801,5.29106588529451
"210",210,"UA_84959",18.11779048,21.69938181,8.937208481,NA,22.62279529,12.03087618,25.76450222,NA,-28.41056261,15.27357282,27.833,29.30066667,2002,"SC",1390,"F",60.77722222,-146.4483333,"AK","UA",41.3181,16.7556,119.9523,-14.3023,2003,-15.1736618473983,3.74526373057851,5.11564672045454,3.96046648688525,2.37998816628352,2.88574299162304,3.61742161916497
"211",211,"UA_85206",19.72649641,22.48190096,23.7931115,NA,22.15110756,15.21200053,25.42727194,NA,-28.41562715,23.88152288,29.54633333,11.85166667,2006,"SE",960,"M",55.54,-131.759,"AK","UA",39.2826,20.3773,112.4873,-12.0433,2007,-13.0140387015099,2.72755784586777,3.71630112897727,2.95110245368852,1.90817815842912,2.24101832120419,2.70883158163337
"212",212,"UA_85206",19.72649641,22.48190096,23.7931115,NA,22.15110756,15.21200053,25.42727194,NA,-28.41562715,23.88152288,29.54633333,11.85166667,2006,"SE",960,"M",55.54,-131.759,"AK","UA",31.9618,17.3782,98.3758,-14.5575,2007,-15.5282387015099,2.72755784586777,3.71630112897727,2.95110245368852,1.90817815842912,2.24101832120419,2.70883158163337
"213",213,"UA_85207",14.35861812,23.29479307,20.90113085,NA,23.24690705,11.82859873,26.81872765,NA,-33.89491282,12.67180595,28.12533333,10.37366667,2006,"SE",1160,"M",55.54,-131.759,"AK","UA",41.7681,17.3032,127.9663,-13.9234,2007,-14.8941387015099,4.1087149768595,5.61539218409091,4.32093862459016,2.5484847210728,3.1159922104712,3.94190454341691
