"","years","Location.2","Sample.ID","PHE.mean","GLU.mean","d13C","d13C.s","d15N","Sex","Length","TP","SD"
"203",1985,"BB","UA_47510",16.89428471,31.32704147,-12.087,-12.6376268351948,20.201,"M",1447,4.37706082322616,0.120690803511076
"204",1985,"BB","UA_47511",14.16026417,30.30702258,-13.1303,-13.6809268351948,19.497,"M",1421,4.63675804292313,0.158742779996486
"205",1997,"BB","UA_52183",15.24028271,27.45930373,-13.967,-14.7283227109098,17.5393,"F",NA,4.04164631716556,0.0793344685855145
"206",1997,"BB","UA_52184",14.57765668,31.3549661,-13.4857,-14.2470227109098,19.7202,"F",1540,4.73229607474131,0.174065936124389
"207",2002,"SC","UA_84943",9.801946455,27.80740079,-14.0599,-14.9312618473983,17.028,"M",1250,4.9183786376201,0.205956528793607
"208",2002,"SC","UA_84950",12.46228108,27.72737396,-15.1774,-16.0487618473983,17.7951,"F",1160,4.50317235655949,0.13851174913988
"209",2002,"SC","UA_84958",6.209699378,26.42421758,-15.8971,-16.7684618473983,15.283,"F",1440,5.25308528413525,0.270120922348834
"210",2002,"SC","UA_84959",12.03087618,25.76450222,-14.3023,-15.1736618473983,16.7556,"F",1390,4.27113192625646,0.1066811524528
"211",2006,"SE","UA_85206",15.21200053,25.42727194,-12.0433,-13.0140387015099,20.3773,"M",960,3.73804789140798,0.049472326183267
"212",2006,"SE","UA_85206",15.21200053,25.42727194,-14.5575,-15.5282387015099,17.3782,"M",960,3.73804789140798,0.049472326183267
"213",2006,"SE","UA_85207",11.82859873,26.81872765,-13.9234,-14.8941387015099,17.3032,"M",1160,4.46151115049889,0.132487255376715
"214",2006,"SE","UA_85208",9.534624038,25.13360036,-14.3804,-15.3511387015099,16.439,"M",1360,4.55376075686253,0.146009303826635
"215",2005,"SE","UA_85212",11.39341548,26.5597389,-14.3123,-15.2571794276974,15.6869,"M",1520,4.48820728686252,0.136332106762839
"216",2003,"SC","UA_87032",11.4399093,28.01637593,-14.4095,-15.3047091065735,17.2477,"F",1480,4.70186534898374,0.169107890153811
"217",2003,"SE","UA_99535",13.4953303,26.30616156,-14.2715,-15.1667091065735,16.6342,"F",1250,4.13131453534737,0.089530510279104
"218",2003,"SE","UA_99536",11.54848949,23.92387256,-15.0758,-15.9710091065735,16.4169,"",1430,4.06533753686252,0.0819673608895072
"219",2003,"SE","UA_99537",12.09556949,25.14146921,-14.297,-15.1922091065735,5.9016,"F",1520,4.16693096868071,0.0937545470556762
"220",2003,"SE","UA_99543",10.94998283,27.96036738,-16.4521,-17.3473091065735,16.1704,"M",1540,4.76761048837768,0.179910286316022
"221",2003,"SE","UA_99544",10.78818887,25.87545885,-13.3729,-14.2681091065735,16.8769,"M",1420,4.47622949292313,0.134600151623293
"222",2003,"SE","UA_99563",9.906370327,26.156115,-14.4738,-15.3690091065735,16.4207,"",NA,4.65236202216556,0.161196793893889
"223",2003,"SE","UA_99566",12.18613255,26.48056505,-14.1097,-15.0049091065735,17.2562,"",NA,4.35610260201404,0.117849469101966
"224",2003,"SE","UA_99570",11.84308052,27.06013736,-14.2529,-15.1481091065735,17.3091,"",NA,4.49589416868071,0.137449507407979
"225",2003,"SE","UA_99572",10.95473231,27.24174933,-15.8402,-16.7354091065735,16.2203,"",NA,4.65800934746859,0.162089623792083
"226",2005,"SC","UA_99575",9.96113155,29.35196459,-14.2496,-15.1944794276974,18.0476,"M",1500,5.12828450201404,0.245173833459588
"227",2004,"SC","UA_99641",10.72232475,27.71734473,-13.8314,-14.7511090128343,16.9496,"F",1450,4.76528252322616,0.179522023390586
"228",2004,"SE","UA_99657",11.03731535,25.10425022,-14.3081,-15.2278090128343,15.3521,"F",1350,4.32163326413525,0.113250976701018
"229",2004,"SE","UA_99658",9.597444716,25.51933067,-14.4079,-15.3276090128343,14.8852,"F",1410,4.60268645868071,0.153450447720733
"230",2006,"SE","UA_99665",8.587925548,25.41380728,-15.2125,-16.1832387015099,14.9035,"M",1680,4.73965551595343,0.175275855971439
"231",2005,"SE","UA_99667",11.21768451,25.57810519,-14.3017,-15.2465794276974,16.1819,"M",1345,4.36610081110495,0.119200663280043
"232",2003,"SC","UA_99693",12.47629041,26.35392214,-14.2467,-15.1419091065735,17.1331,"M",1390,4.29295097019586,0.109495213677363
