"","Sample.ID","NLE.mean","ALA.mean","VAL.mean","ILE.mean","ASP.mean","PHE.mean","GLU.mean","TYR.mean","THR.mean","SER.mean","PRO.mean","GLY.mean","years","Location.2","Length","Sex","Lat","Long","State","Museum","N.quantity..ug.","d15N","C.quantity..ug.","d13C","Year","d13C.s"
"200","UA_42151",13.35796625,23.65075222,23.99964298,NA,25.54603375,12.6348952,26.94860657,NA,-30.26020604,19.29564831,26.716,9.3495,1996,"BB",1470,"F",58.2,-157.5,"AK","UA",46.5241,17.8114,130.6227,-14.2255,1997,-14.9665420190918
"201","UA_42152",10.84533366,24.01708276,25.97694504,NA,26.02496827,16.27670003,25.02044226,NA,-20.68035198,21.14596925,29.13,12.10933333,1996,"BB",1360,"F",58.2,-157.5,"AK","UA",47.442,19.9123,135.3827,-13.0812,1997,-13.8222420190918
"202","UA_43044",11.00154923,25.37828885,26.81139581,NA,25.72939123,16.65402159,26.44322735,NA,-25.18997285,17.24970559,30.193,11.847,1996,"BB",1215,"F",58.66666667,-160.25,"AK","UA",44.0367,19.511,127.7771,-13.3326,1997,-14.0736420190918
"203","UA_47510",15.05204375,26.5673643,25.31013883,NA,25.98485828,16.89428471,31.32704147,NA,-12.0482422,19.55264278,28.9495,13.69766667,1985,"BB",1447,"M",56.885,-158.8666667,"AK","UA",46.089,20.201,129.153,-12.087,1986,-12.6376268351948
"204","UA_47511",15.50824653,24.23105175,27.18376359,NA,27.57338956,14.16026417,30.30702258,NA,-28.43049729,23.79478852,29.646,12.856,1985,"BB",1421,"M",56.885,-158.8666667,"AK","UA",36.1907,19.497,101.6002,-13.1303,1986,-13.6809268351948
"205","UA_52183",15.73583533,23.61776081,23.15544464,NA,22.27892599,15.24028271,27.45930373,NA,-2.859779455,19.11204648,25.80383333,9.434333333,1997,"BB",NA,"F",58.18333333,-157.45,"AK","UA",45.6555,17.5393,128.0938,-13.967,1998,-14.7283227109098
"206","UA_52184",16.28135842,26.16475688,26.9986976,NA,25.63030617,14.57765668,31.3549661,NA,-20.69416918,20.27287185,29.41466667,11.82733333,1997,"BB",1540,"F",58.2,-157.4166667,"AK","UA",46.1443,19.7202,129.3267,-13.4857,1998,-14.2470227109098
"207","UA_84943",13.60527124,24.06383951,25.72469808,NA,24.54344113,9.801946455,27.80740079,NA,-28.7641146,15.19076058,27.692,9.598666667,2002,"SC",1250,"M",61.13055556,-146.5861111,"AK","UA",42.1185,17.028,121.2668,-14.0599,2003,-14.9312618473983
"208","UA_84950",13.24328593,24.33298553,29.48682038,NA,24.39594031,12.46228108,27.72737396,NA,NA,19.02648982,30.7585,11.043,2002,"SC",1160,"F",60.74388889,-146.2069444,"AK","UA",13.712,17.7951,48.548,-15.1774,2003,-16.0487618473983
"209","UA_84958",12.29280062,22.48858393,24.46143117,NA,21.80843872,6.209699378,26.42421758,NA,-28.76113588,15.59763677,27.9305,7.0115,2002,"SC",1440,"F",60.78888889,-146.6577778,"AK","UA",35.0226,15.283,103.0192,-15.8971,2003,-16.7684618473983
"210","UA_84959",18.11779048,21.69938181,8.937208481,NA,22.62279529,12.03087618,25.76450222,NA,-28.41056261,15.27357282,27.833,29.30066667,2002,"SC",1390,"F",60.77722222,-146.4483333,"AK","UA",41.3181,16.7556,119.9523,-14.3023,2003,-15.1736618473983
"211","UA_85206",19.72649641,22.48190096,23.7931115,NA,22.15110756,15.21200053,25.42727194,NA,-28.41562715,23.88152288,29.54633333,11.85166667,2006,"SE",960,"M",55.54,-131.759,"AK","UA",39.2826,20.3773,112.4873,-12.0433,2007,-13.0140387015099
"212","UA_85206",19.72649641,22.48190096,23.7931115,NA,22.15110756,15.21200053,25.42727194,NA,-28.41562715,23.88152288,29.54633333,11.85166667,2006,"SE",960,"M",55.54,-131.759,"AK","UA",31.9618,17.3782,98.3758,-14.5575,2007,-15.5282387015099
"213","UA_85207",14.35861812,23.29479307,20.90113085,NA,23.24690705,11.82859873,26.81872765,NA,-33.89491282,12.67180595,28.12533333,10.37366667,2006,"SE",1160,"M",55.54,-131.759,"AK","UA",41.7681,17.3032,127.9663,-13.9234,2007,-14.8941387015099
"214","UA_85208",12.98921137,23.66508585,13.01797099,NA,22.42702664,9.534624038,25.13360036,NA,-28.17434399,15.07915275,27.17166667,9.900333333,2006,"SE",1360,"M",55.54,-131.759,"AK","UA",40.9697,16.439,124.5042,-14.3804,2007,-15.3511387015099
"215","UA_85212",16.06231143,22.63540053,24.1726566,NA,22.84141741,11.39341548,26.5597389,NA,-28.57308363,10.76547647,26.10033333,8.006666667,2005,"SE",1520,"M",55.54,-131.759,"AK","UA",40.4558,15.6869,118.6751,-14.3123,2006,-15.2571794276974
"216","UA_87032",13.41831046,23.3940571,25.48213902,NA,22.71788444,11.4399093,28.01637593,NA,-20.97075093,16.52734776,26.53033333,8.754666667,2003,"SC",1480,"F",61.40083333,-150.5085,"AK","UA",44.8336,17.2477,126.2547,-14.4095,2004,-15.3047091065735
"217","UA_99535",14.54377997,22.48071966,25.76820367,NA,23.26772706,13.4953303,26.30616156,NA,-30.78940993,11.84195759,27.71533333,8.641333333,2003,"SE",1250,"F",59.364,-139.368,"AK","UA",37.8368,16.6342,106.3359,-14.2715,2004,-15.1667091065735
"218","UA_99536",13.62636397,20.66839491,22.1401119,NA,21.15855062,11.54848949,23.92387256,NA,-29.32624497,15.88243443,22.38733333,8.765,2003,"SE",1430,"",59.364,-139.368,"AK","UA",41.6202,16.4169,119.2428,-15.0758,2004,-15.9710091065735
"219","UA_99537",15.39984813,23.65008748,18.9009032,NA,23.62685761,12.09556949,25.14146921,NA,-32.57886804,14.9471364,27.608,8.397333333,2003,"SE",1520,"F",59.364,-139.368,"AK","UA",82.6285,5.9016,295.1506,-14.297,2004,-15.1922091065735
"220","UA_99543",13.32026221,23.74117747,26.91242466,NA,24.00161397,10.94998283,27.96036738,NA,-35.92554374,10.82711094,27.00233333,7.63,2003,"SE",1540,"M",59.46,-139.633,"AK","UA",38.1177,16.1704,122.3155,-16.4521,2004,-17.3473091065735
"221","UA_99544",14.32899067,22.35446448,23.65657874,NA,24.04891297,10.78818887,25.87545885,NA,-27.65739387,12.34215468,26.503,10.213,2003,"SE",1420,"M",59.46,-139.633,"AK","UA",42.876,16.8769,117.9143,-13.3729,2004,-14.2681091065735
"222","UA_99563",12.9146639,22.15804668,22.68473549,NA,23.64883179,9.906370327,26.156115,NA,-26.05333871,16.68534394,25.0435,8.071166667,2003,"SE",NA,"",59.555,-139.798,"AK","UA",41.2002,16.4207,113.3941,-14.4738,2004,-15.3690091065735
"223","UA_99566",12.60927043,23.37408785,25.6868656,NA,23.56216237,12.18613255,26.48056505,NA,-27.82985457,17.31916319,23.451,10.41066667,2003,"SE",NA,"",59.555,-139.798,"AK","UA",40.0665,17.2562,115.4251,-14.1097,2004,-15.0049091065735
"224","UA_99570",13.39268857,23.36026347,22.02840616,NA,23.93907578,11.84308052,27.06013736,NA,-32.08644701,15.287373,26.979,8.974,2003,"SE",NA,"",59.555,-139.798,"AK","UA",40.5154,17.3091,114.3946,-14.2529,2004,-15.1481091065735
"225","UA_99572",13.94584044,23.41396189,25.89104566,NA,23.11404603,10.95473231,27.24174933,NA,-31.52108119,13.83041378,28.039,8.243666667,2003,"SE",NA,"",59.555,-139.798,"AK","UA",35.4525,16.2203,112.4143,-15.8402,2004,-16.7354091065735
"226","UA_99575",12.75258777,23.74892714,25.40265168,NA,23.78799182,9.96113155,29.35196459,NA,-23.41066219,16.79454337,27.9595,9.5845,2005,"SC",1500,"M",60.72,-146.7166667,"AK","UA",43.5483,18.0476,120.1991,-14.2496,2006,-15.1944794276974
"227","UA_99641",13.22345893,22.97705499,23.83393413,NA,23.07234406,10.72232475,27.71734473,NA,-26.5258249,15.02892444,26.23783333,8.756833333,2004,"SC",1450,"F",60.54166667,-145.7566667,"AK","UA",43.586,16.9496,120.8155,-13.8314,2005,-14.7511090128343
"228","UA_99657",14.04494797,19.89473683,23.12635346,NA,20.31570752,11.03731535,25.10425022,NA,-28.62374667,19.75591126,23.70666667,6.988333333,2004,"SE",1350,"F",58.30166667,-134.4183333,"AK","UA",38.9598,15.3521,113.185,-14.3081,2005,-15.2278090128343
"229","UA_99658",14.60474808,21.81777279,21.16521758,NA,20.93380018,9.597444716,25.51933067,NA,-34.40046174,10.62314602,23.541,8.953666667,2004,"SE",1410,"F",58.66833333,-134.915,"AK","UA",38.7141,14.8852,111.8242,-14.4079,2005,-15.3276090128343
"230","UA_99665",11.34118073,19.89253789,21.78194775,NA,21.81739136,8.587925548,25.41380728,NA,-30.55631942,14.65640645,24.993,6.036666667,2006,"SE",1680,"M",55.58,-133.1566667,"AK","UA",41.3521,14.9035,115.36,-15.2125,2007,-16.1832387015099
"231","UA_99667",NA,21.19604678,20.90118778,NA,21.40512775,11.21768451,25.57810519,NA,-17.01373992,16.63592428,24.31,11.25183333,2005,"SE",1345,"M",55.795,-133.3066667,"AK","UA",38.708,16.1819,112.8745,-14.3017,2006,-15.2465794276974
"232","UA_99693",12.18525696,23.83174837,24.82556572,NA,23.44469301,12.47629041,26.35392214,NA,-25.28564594,17.93992481,29.05116667,9.6785,2003,"SC",1390,"M",60.355,-146.6333333,"AK","UA",46.099,17.1331,127.9262,-14.2467,2004,-15.1419091065735
