,Year,years.x,Location.2,TP,Sample.ID,AA,TP.norm,years.y,d13C.s,d13C.norm,years,PHE.mean,PHE.norm,X.x,Col.Dis.An,UpInAn.45.Winter,UpInAn.45.Spring,UpInAn.45.Summer,UpInAn.45.Autumn,UpInAn.45.Annual,TUMI.45,LUSI.45,MEI,ONI,PDO,WA.SST.Wi,WA.SST.Su,WA.SST.Sp,WA.SST.Au,WA.SST.An,Col.Dis.low,Col.Dis.high,NOI,Fras.Dis.high,Fras.Dis.low,Fras.Dis.an,Dis.Total,NPGO,X.y,Herring.Biomass,Chinook,Chum,Coho,HarborSeal,HatcherySmolts,HakeBiomass,EulachonLandings,WildProduction,allSmolt
521,1992,1991,Coastal,2.431278354,NM_1984,VAL,-0.243248654,1991,-13.6134602,-0.000661883,1991,11.158561,-0.382573157,114,-0.290991725,-3.828641396,2.120263536,1.897119985,36,0.223143551,-0.055447318,-0.114930223,1.302833333,0.630833333,0.928333333,1.322938755,0.175806655,1.192763266,0.424323381,0.778958014,-0.24720374,-0.521211403,-2.709416667,-0.085835827,0.021822105,-0.043782816,-0.245863707,-1.094916667,20,-0.353877297,-1.06505107,-0.798836982,0.054447022,0.550804448,NA,0.055345245,NA,-0.630826867,1.239468819
522,1992,1991,Coastal,2.184098548,NM_1995,VAL,-0.747224692,1991,-13.8220602,-0.144471074,1991,13.26905558,0.449953512,114,-0.290991725,-3.828641396,2.120263536,1.897119985,36,0.223143551,-0.055447318,-0.114930223,1.302833333,0.630833333,0.928333333,1.322938755,0.175806655,1.192763266,0.424323381,0.778958014,-0.24720374,-0.521211403,-2.709416667,-0.085835827,0.021822105,-0.043782816,-0.245863707,-1.094916667,20,-0.353877297,-1.06505107,-0.798836982,0.054447022,0.550804448,NA,0.055345245,NA,-0.630826867,1.239468819
523,1992,1991,Coastal,2.861791933,NM_2001,VAL,0.634527451,1991,-14.7113602,-0.757555988,1991,10.29911985,-0.721596855,114,-0.290991725,-3.828641396,2.120263536,1.897119985,36,0.223143551,-0.055447318,-0.114930223,1.302833333,0.630833333,0.928333333,1.322938755,0.175806655,1.192763266,0.424323381,0.778958014,-0.24720374,-0.521211403,-2.709416667,-0.085835827,0.021822105,-0.043782816,-0.245863707,-1.094916667,20,-0.353877297,-1.06505107,-0.798836982,0.054447022,0.550804448,NA,0.055345245,NA,-0.630826867,1.239468819
524,1992,1991,Coastal,3.009077068,NM_2016,VAL,0.934827786,1991,-14.0922602,-0.330747408,1991,12.03476673,-0.036936336,114,-0.290991725,-3.828641396,2.120263536,1.897119985,36,0.223143551,-0.055447318,-0.114930223,1.302833333,0.630833333,0.928333333,1.322938755,0.175806655,1.192763266,0.424323381,0.778958014,-0.24720374,-0.521211403,-2.709416667,-0.085835827,0.021822105,-0.043782816,-0.245863707,-1.094916667,20,-0.353877297,-1.06505107,-0.798836982,0.054447022,0.550804448,NA,0.055345245,NA,-0.630826867,1.239468819
682,1992,1991,Coastal,4.207196166,NM_1984,ALA,0.222223415,1991,-13.6134602,-0.000661883,1991,11.158561,-0.382573157,114,-0.290991725,-3.828641396,2.120263536,1.897119985,36,0.223143551,-0.055447318,-0.114930223,1.302833333,0.630833333,0.928333333,1.322938755,0.175806655,1.192763266,0.424323381,0.778958014,-0.24720374,-0.521211403,-2.709416667,-0.085835827,0.021822105,-0.043782816,-0.245863707,-1.094916667,20,-0.353877297,-1.06505107,-0.798836982,0.054447022,0.550804448,NA,0.055345245,NA,-0.630826867,1.239468819
683,1992,1991,Coastal,4.353001907,NM_1995,ALA,0.362347953,1991,-13.8220602,-0.144471074,1991,13.26905558,0.449953512,114,-0.290991725,-3.828641396,2.120263536,1.897119985,36,0.223143551,-0.055447318,-0.114930223,1.302833333,0.630833333,0.928333333,1.322938755,0.175806655,1.192763266,0.424323381,0.778958014,-0.24720374,-0.521211403,-2.709416667,-0.085835827,0.021822105,-0.043782816,-0.245863707,-1.094916667,20,-0.353877297,-1.06505107,-0.798836982,0.054447022,0.550804448,NA,0.055345245,NA,-0.630826867,1.239468819
684,1992,1991,Coastal,3.97922626,NM_2001,ALA,0.003136169,1991,-14.7113602,-0.757555988,1991,10.29911985,-0.721596855,114,-0.290991725,-3.828641396,2.120263536,1.897119985,36,0.223143551,-0.055447318,-0.114930223,1.302833333,0.630833333,0.928333333,1.322938755,0.175806655,1.192763266,0.424323381,0.778958014,-0.24720374,-0.521211403,-2.709416667,-0.085835827,0.021822105,-0.043782816,-0.245863707,-1.094916667,20,-0.353877297,-1.06505107,-0.798836982,0.054447022,0.550804448,NA,0.055345245,NA,-0.630826867,1.239468819
685,1992,1991,Coastal,4.424521197,NM_2016,ALA,0.431080553,1991,-14.0922602,-0.330747408,1991,12.03476673,-0.036936336,114,-0.290991725,-3.828641396,2.120263536,1.897119985,36,0.223143551,-0.055447318,-0.114930223,1.302833333,0.630833333,0.928333333,1.322938755,0.175806655,1.192763266,0.424323381,0.778958014,-0.24720374,-0.521211403,-2.709416667,-0.085835827,0.021822105,-0.043782816,-0.245863707,-1.094916667,20,-0.353877297,-1.06505107,-0.798836982,0.054447022,0.550804448,NA,0.055345245,NA,-0.630826867,1.239468819
42,1993,1992,Coastal,4.843679233,NM_2024,Glu,0.351311584,1992,-14.70977977,-0.756466433,1992,10.7354811,-0.54946546,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
43,1993,1992,Coastal,4.773918333,NM_2025,Glu,0.265044524,1992,-15.60427977,-1.373136236,1992,10.65287416,-0.582051414,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
44,1993,1992,Coastal,4.742758058,NM_2027,Glu,0.226511403,1992,-14.05067977,-0.302081785,1992,10.98269079,-0.451948668,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
45,1993,1992,Coastal,5.500428725,NM_2028,Glu,1.163454872,1992,-12.78077977,0.57338941,1992,8.865713588,-1.287032536,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
46,1993,1992,Coastal,4.640836797,NM_2032,Glu,0.100474505,1992,-13.82107977,-0.143795159,1992,11.26091541,-0.342197419,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
203,1993,1992,Coastal,NA,NM_2024,ASP,NA,1992,-14.70977977,-0.756466433,1992,10.7354811,-0.54946546,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
204,1993,1992,Coastal,3.7081177,NM_2025,ASP,0.473686824,1992,-15.60427977,-1.373136236,1992,10.65287416,-0.582051414,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
205,1993,1992,Coastal,3.576409054,NM_2027,ASP,0.392176195,1992,-14.05067977,-0.302081785,1992,10.98269079,-0.451948668,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
206,1993,1992,Coastal,4.42332222,NM_2028,ASP,0.916305983,1992,-12.78077977,0.57338941,1992,8.865713588,-1.287032536,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
207,1993,1992,Coastal,3.547687162,NM_2032,ASP,0.374401056,1992,-13.82107977,-0.143795159,1992,11.26091541,-0.342197419,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
364,1993,1992,Coastal,3.892538367,NM_2024,PRO,0.447667472,1992,-14.70977977,-0.756466433,1992,10.7354811,-0.54946546,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
365,1993,1992,Coastal,3.092230738,NM_2025,PRO,-0.810073518,1992,-15.60427977,-1.373136236,1992,10.65287416,-0.582051414,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
366,1993,1992,Coastal,4.149533101,NM_2027,PRO,0.851553178,1992,-14.05067977,-0.302081785,1992,10.98269079,-0.451948668,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
367,1993,1992,Coastal,2.82936313,NM_2028,PRO,-1.223188867,1992,-12.78077977,0.57338941,1992,8.865713588,-1.287032536,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
368,1993,1992,Coastal,3.863261574,NM_2032,PRO,0.401656887,1992,-13.82107977,-0.143795159,1992,11.26091541,-0.342197419,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
525,1993,1992,Coastal,2.749934783,NM_2024,VAL,0.406461395,1992,-14.70977977,-0.756466433,1992,10.7354811,-0.54946546,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
526,1993,1992,Coastal,2.1779971,NM_2025,VAL,-0.759664963,1992,-15.60427977,-1.373136236,1992,10.65287416,-0.582051414,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
527,1993,1992,Coastal,2.095678648,NM_2027,VAL,-0.927504429,1992,-14.05067977,-0.302081785,1992,10.98269079,-0.451948668,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
528,1993,1992,Coastal,3.086103086,NM_2028,VAL,1.091876487,1992,-12.78077977,0.57338941,1992,8.865713588,-1.287032536,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
529,1993,1992,Coastal,2.787011735,NM_2032,VAL,0.482057763,1992,-13.82107977,-0.143795159,1992,11.26091541,-0.342197419,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
686,1993,1992,Coastal,4.234861232,NM_2024,ALA,0.248810534,1992,-14.70977977,-0.756466433,1992,10.7354811,-0.54946546,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
687,1993,1992,Coastal,3.10397636,NM_2025,ALA,-0.838010334,1992,-15.60427977,-1.373136236,1992,10.65287416,-0.582051414,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
688,1993,1992,Coastal,4.742644915,NM_2027,ALA,0.736808841,1992,-14.05067977,-0.302081785,1992,10.98269079,-0.451948668,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
689,1993,1992,Coastal,4.7194763,NM_2028,ALA,0.714542972,1992,-12.78077977,0.57338941,1992,8.865713588,-1.287032536,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
690,1993,1992,Coastal,4.690297651,NM_2032,ALA,0.686501244,1992,-13.82107977,-0.143795159,1992,11.26091541,-0.342197419,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
24,1995,1994,Coastal,4.506495912,BM_80774,Glu,-0.065652838,1994,NA,NA,1994,11.29791967,-0.327600351,117,-0.000520518,-4.121743536,1.299282984,-2.590267165,-17.33333333,-3.098589659,-0.189371162,0.007408629,0.22525,-0.16,0.6425,0.726272419,1.156473451,0.842763521,0.851323427,0.894208205,-0.035472006,-0.242882906,-1.999833333,-0.162751312,-0.003778442,-0.098227757,0.039000858,-1.0392,23,-0.467439361,-0.586761797,-0.347120251,0.593838841,0.997582165,NA,-0.747168319,NA,-0.553138474,0.639965326
185,1995,1994,Coastal,3.126202046,BM_80774,ASP,0.113556245,1994,NA,NA,1994,11.29791967,-0.327600351,117,-0.000520518,-4.121743536,1.299282984,-2.590267165,-17.33333333,-3.098589659,-0.189371162,0.007408629,0.22525,-0.16,0.6425,0.726272419,1.156473451,0.842763521,0.851323427,0.894208205,-0.035472006,-0.242882906,-1.999833333,-0.162751312,-0.003778442,-0.098227757,0.039000858,-1.0392,23,-0.467439361,-0.586761797,-0.347120251,0.593838841,0.997582165,NA,-0.747168319,NA,-0.553138474,0.639965326
346,1995,1994,Coastal,NA,BM_80774,PRO,NA,1994,NA,NA,1994,11.29791967,-0.327600351,117,-0.000520518,-4.121743536,1.299282984,-2.590267165,-17.33333333,-3.098589659,-0.189371162,0.007408629,0.22525,-0.16,0.6425,0.726272419,1.156473451,0.842763521,0.851323427,0.894208205,-0.035472006,-0.242882906,-1.999833333,-0.162751312,-0.003778442,-0.098227757,0.039000858,-1.0392,23,-0.467439361,-0.586761797,-0.347120251,0.593838841,0.997582165,NA,-0.747168319,NA,-0.553138474,0.639965326
507,1995,1994,Coastal,2.903537355,BM_80774,VAL,0.719642381,1994,NA,NA,1994,11.29791967,-0.327600351,117,-0.000520518,-4.121743536,1.299282984,-2.590267165,-17.33333333,-3.098589659,-0.189371162,0.007408629,0.22525,-0.16,0.6425,0.726272419,1.156473451,0.842763521,0.851323427,0.894208205,-0.035472006,-0.242882906,-1.999833333,-0.162751312,-0.003778442,-0.098227757,0.039000858,-1.0392,23,-0.467439361,-0.586761797,-0.347120251,0.593838841,0.997582165,NA,-0.747168319,NA,-0.553138474,0.639965326
668,1995,1994,Coastal,4.303593314,BM_80774,ALA,0.314864526,1994,NA,NA,1994,11.29791967,-0.327600351,117,-0.000520518,-4.121743536,1.299282984,-2.590267165,-17.33333333,-3.098589659,-0.189371162,0.007408629,0.22525,-0.16,0.6425,0.726272419,1.156473451,0.842763521,0.851323427,0.894208205,-0.035472006,-0.242882906,-1.999833333,-0.162751312,-0.003778442,-0.098227757,0.039000858,-1.0392,23,-0.467439361,-0.586761797,-0.347120251,0.593838841,0.997582165,NA,-0.747168319,NA,-0.553138474,0.639965326
34,1997,1996,Inland,4.119268099,NM_1915,Glu,-0.544502801,1996,-11.30514202,1.590696553,1996,13.47608296,0.53161959,119,0.363888472,2.944438979,-3.320228319,-3.295836866,5.666666667,-2.014903021,-0.862560513,-0.435097751,1.55325,1.170833333,1.460833333,0.229605511,2.453139597,1.282763101,2.024323445,1.497457913,0.285017312,0.321145465,-1.963916667,0.340295055,0.269956403,0.309377072,0.403711987,-0.657691667,25,-1.027284661,-0.96648455,-0.379850461,0.648123711,0.922857711,NA,-0.97377877,NA,-0.428515556,-0.206902026
195,1997,1996,Inland,1.063210871,NM_1915,ASP,-1.163168656,1996,-11.30514202,1.590696553,1996,13.47608296,0.53161959,119,0.363888472,2.944438979,-3.320228319,-3.295836866,5.666666667,-2.014903021,-0.862560513,-0.435097751,1.55325,1.170833333,1.460833333,0.229605511,2.453139597,1.282763101,2.024323445,1.497457913,0.285017312,0.321145465,-1.963916667,0.340295055,0.269956403,0.309377072,0.403711987,-0.657691667,25,-1.027284661,-0.96648455,-0.379850461,0.648123711,0.922857711,NA,-0.97377877,NA,-0.428515556,-0.206902026
356,1997,1996,Inland,3.509688114,NM_1915,PRO,-0.154009231,1996,-11.30514202,1.590696553,1996,13.47608296,0.53161959,119,0.363888472,2.944438979,-3.320228319,-3.295836866,5.666666667,-2.014903021,-0.862560513,-0.435097751,1.55325,1.170833333,1.460833333,0.229605511,2.453139597,1.282763101,2.024323445,1.497457913,0.285017312,0.321145465,-1.963916667,0.340295055,0.269956403,0.309377072,0.403711987,-0.657691667,25,-1.027284661,-0.96648455,-0.379850461,0.648123711,0.922857711,NA,-0.97377877,NA,-0.428515556,-0.206902026
517,1997,1996,Inland,3.141050722,NM_1915,VAL,1.203909472,1996,-11.30514202,1.590696553,1996,13.47608296,0.53161959,119,0.363888472,2.944438979,-3.320228319,-3.295836866,5.666666667,-2.014903021,-0.862560513,-0.435097751,1.55325,1.170833333,1.460833333,0.229605511,2.453139597,1.282763101,2.024323445,1.497457913,0.285017312,0.321145465,-1.963916667,0.340295055,0.269956403,0.309377072,0.403711987,-0.657691667,25,-1.027284661,-0.96648455,-0.379850461,0.648123711,0.922857711,NA,-0.97377877,NA,-0.428515556,-0.206902026
678,1997,1996,Inland,3.47514788,NM_1915,ALA,-0.481301209,1996,-11.30514202,1.590696553,1996,13.47608296,0.53161959,119,0.363888472,2.944438979,-3.320228319,-3.295836866,5.666666667,-2.014903021,-0.862560513,-0.435097751,1.55325,1.170833333,1.460833333,0.229605511,2.453139597,1.282763101,2.024323445,1.497457913,0.285017312,0.321145465,-1.963916667,0.340295055,0.269956403,0.309377072,0.403711987,-0.657691667,25,-1.027284661,-0.96648455,-0.379850461,0.648123711,0.922857711,NA,-0.97377877,NA,-0.428515556,-0.206902026
35,1999,1998,Inland,6.574464815,NM_1917,Glu,2.491619134,1998,-10.68945844,2.015149847,1998,5.885112429,-2.462790095,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
36,1999,1998,Inland,4.2799392,NM_1918,Glu,-0.345815237,1998,-11.09425844,1.736080047,1998,12.58214229,0.178986868,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
37,1999,1998,Inland,4.349020236,NM_1919,Glu,-0.260388906,1998,-11.30705844,1.589375369,1998,11.90905669,-0.086525168,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
196,1999,1998,Inland,5.02032657,NM_1917,ASP,1.285774514,1998,-10.68945844,2.015149847,1998,5.885112429,-2.462790095,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
197,1999,1998,Inland,NA,NM_1918,ASP,NA,1998,-11.09425844,1.736080047,1998,12.58214229,0.178986868,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
