Sample.ID,NLE.mean,ALA.mean,VAL.mean,ILE.mean,ASP.mean,PHE.mean,GLU.mean,TYR.mean,THR.mean,SER.mean,PRO.mean,GLY.mean,years,Location.2,Length,Sex,Lat,Long,State
SM_25893,13.59944987,23.82621625,28.373147,NA,15.91103904,NA,27.5515723,NA,NA,NA,21.77733333,14.35,1977,Inland,NA,F,48.322464,-122.824309,WA
UA_84958,12.29280062,22.48858393,24.46143117,NA,21.80843872,6.209699378,26.42421758,NA,-28.76113588,15.59763677,27.9305,7.0115,2002,SC,1440,F,60.78888889,-146.6577778,AK
UA_11738,11.41818798,22.78831291,25.02696211,NA,23.43421966,8.287024275,25.32507697,NA,-24.6200296,15.01027975,20.0805,8.979833333,1973,SC,1530,F,59.8,-149.5,AK
UA_11774,11.90238677,22.89332171,25.2260296,NA,25.19488499,9.243258067,26.78009969,NA,-25.88060591,15.86172476,27.22366667,10.19466667,1972,SC,1130,F,60.25,-147.4666667,AK
UA_28950,12.03619431,23.17104903,25.64457586,NA,23.86445674,9.306234606,26.9887144,NA,-26.80740298,14.3725477,27.22016667,9.2045,1980,SC,NA,F,59.66666667,-149.5666667,AK
UA_11740,12.09170064,22.06245182,23.91568961,NA,23.14069383,9.309111604,26.69285184,NA,-25.49894301,14.55164898,25.54683333,8.104833333,1973,SC,130,F,60.4,-147.6166667,AK
UA_11816,11.98494782,23.13786638,25.34034044,NA,22.8049274,9.620967769,25.96106309,NA,-24.04238458,16.34416811,29.27416667,11.0445,1973,SC,138,F,60.4,-147.6166667,AK
UA_84943,13.60527124,24.06383951,25.72469808,NA,24.54344113,9.801946455,27.80740079,NA,-28.7641146,15.19076058,27.692,9.598666667,2002,SC,1250,M,61.13055556,-146.5861111,AK
UA_99575,12.75258777,23.74892714,25.40265168,NA,23.78799182,9.96113155,29.35196459,NA,-23.41066219,16.79454337,27.9595,9.5845,2005,SC,1500,M,60.72,-146.7166667,AK
UA_11742,13.07190149,21.68846425,24.75418121,NA,23.7073535,10.12631679,25.80489369,NA,-24.71951069,15.63116644,26.65666667,9.011333333,1973,SC,116,F,60.4,-147.6166667,AK
UA_35437,12.08930536,23.65281772,25.25044849,NA,24.83849512,10.1778118,27.12237071,NA,-28.37962322,16.53007808,27.84483333,9.590833333,1996,SC,1675,M,60.66166667,-145.62,AK
UA_35450,11.02733252,22.41422343,23.88957823,NA,22.47493739,10.71966748,25.67421507,NA,-27.84046492,15.8838209,25.78533333,7.952,1996,SC,1640,M,60.30333333,-147.3716667,AK
UA_99641,13.22345893,22.97705499,23.83393413,NA,23.07234406,10.72232475,27.71734473,NA,-26.5258249,15.02892444,26.23783333,8.756833333,2004,SC,1450,F,60.54166667,-145.7566667,AK
UA_35447,14.92626872,23.29327775,26.69895078,NA,24.45760672,10.75073128,27.8452201,NA,-29.08880684,15.33978597,28.10333333,14.457,1996,SC,1440,M,60.30333333,-147.3716667,AK
UA_11817,12.3462224,21.18560044,25.17444649,NA,22.83890397,10.92129761,24.72313156,NA,-23.8491409,14.78027973,26.20833333,8.426333333,1973,SC,139,F,60.4,-147.6166667,AK
UA_11920,12.50629085,22.13219831,24.26766855,NA,22.73257945,11.05359455,24.66197169,NA,-31.2927661,14.78497084,26.7445,7.421833333,1975,SC,148.3,F,60.33333333,-145.1666667,AK
UA_35439,18.6031582,21.82547659,22.54171677,NA,21.83552988,11.26251764,25.85428676,NA,-30.184016,21.24304034,30.62433333,8.526666667,1996,SC,1480,F,60.35666667,-147.1033333,AK
UA_11475,11.88563192,22.64929111,24.63154788,NA,25.64174782,11.29903508,28.05548216,NA,-24.99486493,15.09202572,27.39083333,10.07383333,1962,SC,NA,M,59.25,-151.25,AK
UA_87032,13.41831046,23.3940571,25.48213902,NA,22.71788444,11.4399093,28.01637593,NA,-20.97075093,16.52734776,26.53033333,8.754666667,2003,SC,1480,F,61.40083333,-150.5085,AK
UA_3702,10.63146699,24.00934562,27.0806942,NA,23.69235953,12.01511693,27.38625962,NA,-23.72394227,15.84450192,31.22233333,10.25633333,1955,SC,NA,F,60.5,-145.75,AK
UA_84959,18.11779048,21.69938181,8.937208481,NA,22.62279529,12.03087618,25.76450222,NA,-28.41056261,15.27357282,27.833,29.30066667,2002,SC,1390,F,60.77722222,-146.4483333,AK
UA_35442,13.56221522,23.61020955,25.40471074,NA,22.87688185,12.03683537,25.87748945,NA,-31.7198592,15.70212285,27.982,8.810666667,1996,SC,1480,M,60.35666667,-147.1033333,AK
UA_35445,13.52357763,23.89160639,25.55847099,NA,24.59045271,12.44976876,27.9194073,NA,-30.06251121,16.7613014,26.89833333,9.7475,1996,SC,1340,F,60.26666667,-147.3266667,AK
UA_35446,10.39336257,24.93953704,25.48775488,NA,24.96215061,12.45724737,28.48895874,NA,-21.04003393,16.75248146,28.98533333,11.0095,1996,SC,1310,M,60.30333333,-147.3716667,AK
UA_84950,13.24328593,24.33298553,29.48682038,NA,24.39594031,12.46228108,27.72737396,NA,NA,19.02648982,30.7585,11.043,2002,SC,1160,F,60.74388889,-146.2069444,AK
UA_99693,12.18525696,23.83174837,24.82556572,NA,23.44469301,12.47629041,26.35392214,NA,-25.28564594,17.93992481,29.05116667,9.6785,2003,SC,1390,M,60.355,-146.6333333,AK
UA_11770,12.25039816,22.60544109,24.68858289,NA,18.91725577,13.00728982,27.08975607,NA,-9.323336886,16.79532889,24.87683333,9.579833333,1972,SC,1410,M,60.16666667,-147.25,AK
UA_11771,13.43984902,23.24771596,21.51599304,NA,24.2405071,13.3684849,28.31937285,NA,-25.67322232,15.48805543,26.08041667,9.470916667,1980,SC,1320,F,60.25,-147.4666667,AK
UA_11771,13.43984902,23.24771596,21.51599304,NA,24.2405071,13.3684849,28.31937285,NA,-25.67322232,15.48805543,26.08041667,9.470916667,1972,SC,1320,F,60.25,-147.4666667,AK
UA_11747,12.2669721,21.72990016,22.533795,NA,22.61087337,13.49253471,26.40074615,NA,-19.70855669,16.40026247,24.808,8.8125,1973,SC,102,F,60.4,-147.6166667,AK
UA_11836,12.04110862,19.92833791,23.03947597,NA,20.51402264,13.51143348,22.14541197,NA,-19.77558574,14.80049299,21.64233333,9.5355,1973,SC,104,M,60.23333333,-147.3833333,AK
UA_35438,11.23180224,22.57273679,26.3046797,NA,21.51046351,13.87938884,26.47512424,NA,-22.50877416,16.07525871,24.71416667,10.01466667,1996,SC,1350,M,60.66166667,-145.62,AK
UA_35449,11.07197151,26.4195917,27.50342436,NA,20.83387426,14.16126835,25.88511649,NA,-21.98555107,15.29141496,27.60433333,9.511333333,1996,SC,1490,F,60.30333333,-147.3716667,AK
UA_11921,13.56789429,22.48827454,22.86279134,NA,21.72372043,14.94294219,26.44854172,NA,-25.16526734,16.20620664,31.35566667,9.573666667,1972,SC,147.5,F,60.45,-144.9166667,AK
UA_35440,12.29280935,21.88683777,25.80415453,NA,20.99738899,20.12941978,30.67364002,NA,-19.23749319,18.22466134,26.46833333,11.098,1996,SC,1300,M,60.26666667,-147.3266667,AK
UA_11743,17.22115332,21.53838556,23.36165538,NA,23.96195219,21.50036809,24.46363491,NA,-27.58107151,21.30689114,27.943,10.69633333,1973,SC,137,M,60.4,-147.6166667,AK
BM_82372,NA,20.96539681,23.83214979,NA,20.49127508,7.970988813,24.50919924,NA,-29.07846825,15.88022222,28.99311111,6.927,2014,SE,122,F,59.9342,-139.6176,AK
UA_19122,12.95065053,20.85934073,23.31667925,NA,23.83724571,8.193301214,25.528172,NA,-29.55084754,16.3557161,24.718,7.046333333,1972,SE,1600,M,57.31666667,-133.5,AK
BM_82371,20.33305956,22.23810982,23.83171148,NA,21.59402577,8.391690292,27.61451103,NA,-27.78653823,21.08227463,29.61066667,11.679,2014,SE,118,F,59.9385,-139.6076,AK
UA_99665,11.34118073,19.89253789,21.78194775,NA,21.81739136,8.587925548,25.41380728,NA,-30.55631942,14.65640645,24.993,6.036666667,2006,SE,1680,M,55.58,-133.1566667,AK
UA_11779,NA,22.47344242,23.81949556,NA,23.595246,8.82982312,23.40487522,NA,-28.17958156,11.63115912,22.87066667,9.556,1972,SE,1334,F,57.25055556,-135.3836111,AK
UA_41616,13.01539728,22.99226051,20.61550681,NA,22.29785613,8.87896566,26.51584133,NA,-28.70426939,17.95906157,24.25266667,8.454666667,1995,SE,1550,F,55.605,-133.085,AK
BM_82370,17.31790775,23.03139884,22.30477599,NA,19.56792472,9.226383591,26.20408033,NA,-32.39414648,16.93574076,27.81566667,12.0655,2014,SE,111,F,59.5278,-139.7673,AK
UA_41613,14.72233496,24.45588107,22.46609325,NA,24.8832759,9.46262648,28.02004174,NA,-33.64753885,15.06088921,26.38733333,9.601666667,1996,SE,1500,M,55.525,-131.85,AK
UA_85208,12.98921137,23.66508585,13.01797099,NA,22.42702664,9.534624038,25.13360036,NA,-28.17434399,15.07915275,27.17166667,9.900333333,2006,SE,1360,M,55.54,-131.759,AK
UA_99658,14.60474808,21.81777279,21.16521758,NA,20.93380018,9.597444716,25.51933067,NA,-34.40046174,10.62314602,23.541,8.953666667,2004,SE,1410,F,58.66833333,-134.915,AK
UA_41615,14.40362863,22.35628175,23.66213677,NA,22.19827309,9.751989565,22.04381816,NA,-32.31999637,16.5180575,23.31933333,7.969666667,1995,SE,1780,F,55.605,-133.085,AK
UA_37974,14.68881853,23.89903427,25.52659584,NA,23.53341104,9.780950044,26.77078264,NA,-25.09271425,16.52822476,26.51733333,9.023333333,1995,SE,1170,M,55.525,-131.85,AK
UA_99563,12.9146639,22.15804668,22.68473549,NA,23.64883179,9.906370327,26.156115,NA,-26.05333871,16.68534394,25.0435,8.071166667,2003,SE,NA,,59.555,-139.798,AK
UA_37973,14.15152812,22.63126406,24.8398804,NA,23.53022735,10.04461575,26.33890882,NA,-23.99968324,19.78216045,26.168,9.224333333,1995,SE,1260,F,55.525,-131.85,AK
UA_36254,14.41604159,22.82226976,25.67752102,NA,23.72188558,10.04665668,26.40426562,NA,-24.83616674,14.3319274,26.48033333,10.58066667,1965,SE,NA,M,55.625,-131.9611111,AK
UA_11712,14.62541903,22.85714898,24.08778715,NA,23.81209828,10.11435443,26.77213647,NA,-32.35077242,16.15891082,26.349,7.259666667,1972,SE,1245,M,57.31666667,-133.5,AK
UA_35434,13.7822167,21.19852501,24.80566356,NA,24.64652901,10.35739802,26.40187552,NA,-19.40305018,13.5456828,25.195,10.045,1996,SE,1020,M,57.03416667,-135.2166667,AK
UA_19123,13.88382948,26.16983141,27.64448742,NA,27.29906187,10.50017451,28.87726599,NA,-28.73223105,18.10381927,32.02266667,11.73566667,1972,SE,1536.7,M,57.31666667,-133.5,AK
UA_99544,14.32899067,22.35446448,23.65657874,NA,24.04891297,10.78818887,25.87545885,NA,-27.65739387,12.34215468,26.503,10.213,2003,SE,1420,M,59.46,-139.633,AK
UA_11777,12.70605943,24.94300814,27.9049889,NA,26.46616578,10.86133866,28.87627679,NA,-25.5156962,18.05394546,26.80133333,11.59666667,1972,SE,1321,F,57.31666667,-133.5,AK
UA_99543,13.32026221,23.74117747,26.91242466,NA,24.00161397,10.94998283,27.96036738,NA,-35.92554374,10.82711094,27.00233333,7.63,2003,SE,1540,M,59.46,-139.633,AK
UA_99572,13.94584044,23.41396189,25.89104566,NA,23.11404603,10.95473231,27.24174933,NA,-31.52108119,13.83041378,28.039,8.243666667,2003,SE,NA,,59.555,-139.798,AK
UA_21485,14.27073209,24.38176658,25.47114091,NA,24.00063173,11.03356705,27.60837419,NA,-30.74886427,13.93576036,27.441,9.365333333,1965,SE,NA,F,55.87922,-131.112593,AK
UA_99657,14.04494797,19.89473683,23.12635346,NA,20.31570752,11.03731535,25.10425022,NA,-28.62374667,19.75591126,23.70666667,6.988333333,2004,SE,1350,F,58.30166667,-134.4183333,AK
UA_99667,NA,21.19604678,20.90118778,NA,21.40512775,11.21768451,25.57810519,NA,-17.01373992,16.63592428,24.31,11.25183333,2005,SE,1345,M,55.795,-133.3066667,AK
UA_11713,12.82847691,24.18158185,24.31755773,NA,23.73680195,11.3619661,27.18928878,NA,-32.52043976,14.4862648,26.40933333,9.011666667,1965,SE,NA,,55.28333333,-132.0666667,AK
UA_85212,16.06231143,22.63540053,24.1726566,NA,22.84141741,11.39341548,26.5597389,NA,-28.57308363,10.76547647,26.10033333,8.006666667,2005,SE,1520,M,55.54,-131.759,AK
UA_28933,14.39448283,23.60970115,24.36150148,NA,22.87145411,11.425295,26.51946892,NA,-30.00543117,10.66178197,27.20733333,8.530666667,1965,SE,NA,F,55.35,-131.7666667,AK
UA_99536,13.62636397,20.66839491,22.1401119,NA,21.15855062,11.54848949,23.92387256,NA,-29.32624497,15.88243443,22.38733333,8.765,2003,SE,1430,,59.364,-139.368,AK
UA_85207,14.35861812,23.29479307,20.90113085,NA,23.24690705,11.82859873,26.81872765,NA,-33.89491282,12.67180595,28.12533333,10.37366667,2006,SE,1160,M,55.54,-131.759,AK
UA_99570,13.39268857,23.36026347,22.02840616,NA,23.93907578,11.84308052,27.06013736,NA,-32.08644701,15.287373,26.979,8.974,2003,SE,NA,,59.555,-139.798,AK
UA_28932,12.99710805,27.32338025,25.73274334,NA,27.08664387,11.8915948,30.19934192,NA,-37.04196588,20.15314987,30.68733333,11.88133333,1965,SE,NA,F,55.925577,-131.158094,AK
UA_37972,13.43560857,22.69271625,27.1118343,NA,25.19281291,11.94976813,28.15425237,NA,-34.57231187,17.57336456,31.58033333,9.008666667,1996,SE,1530,M,57.12333333,-135.4333333,AK
UA_99537,15.39984813,23.65008748,18.9009032,NA,23.62685761,12.09556949,25.14146921,NA,-32.57886804,14.9471364,27.608,8.397333333,2003,SE,1520,F,59.364,-139.368,AK
UA_99566,12.60927043,23.37408785,25.6868656,NA,23.56216237,12.18613255,26.48056505,NA,-27.82985457,17.31916319,23.451,10.41066667,2003,SE,NA,,59.555,-139.798,AK
UA_19119,13.1256643,26.3013878,26.26616815,NA,29.16520012,12.68146596,31.61285198,NA,-31.2271794,19.04623505,28.95833333,9.566666667,1972,SE,1448,M,57.31666667,-133.5,AK
UA_19124,16.24270236,23.77559751,23.97857351,NA,22.60862638,12.96005757,27.78132134,NA,-33.22825665,19.61024777,29.819,10.65133333,1972,SE,1460.5,F,57.55,-133.5166667,AK
BM_82369,14.49369137,21.65282216,20.35101289,NA,22.17583033,13.15763832,26.21867354,NA,-15.38126503,16.50566667,28.93633333,8.938666667,2014,SE,135,F,59.9326,-139.5983,AK
UA_99535,14.54377997,22.48071966,25.76820367,NA,23.26772706,13.4953303,26.30616156,NA,-30.78940993,11.84195759,27.71533333,8.641333333,2003,SE,1250,F,59.364,-139.368,AK
UA_35432,12.13197539,23.56145682,25.61983555,NA,24.86793939,13.51082534,26.68983796,NA,-24.45168669,16.56321459,27.641,11.2365,1995,SE,1110,M,57.25055556,-135.3836111,AK
UA_85206,19.72649641,22.48190096,23.7931115,NA,22.15110756,15.21200053,25.42727194,NA,-28.41562715,23.88152288,29.54633333,11.85166667,2006,SE,960,M,55.54,-131.759,AK
