,years.x,Location.2,TP,Sample.ID,AA,TP.norm,Year,years.y,d13C.s,d13C.norm,years,PHE.mean,PHE.norm,X.x,Col.Dis.An,UpInAn.45.Winter,UpInAn.45.Spring,UpInAn.45.Summer,UpInAn.45.Autumn,UpInAn.45.Annual,TUMI.45,LUSI.45,MEI,ONI,PDO,WA.SST.Wi,WA.SST.Su,WA.SST.Sp,WA.SST.Au,WA.SST.An,Col.Dis.low,Col.Dis.high,NOI,Fras.Dis.high,Fras.Dis.low,Fras.Dis.an,Dis.Total,NPGO,X.y,Herring.Biomass,Chinook,Chum,Coho,HarborSeal,HatcherySmolts,HakeBiomass,EulachonLandings,WildProduction,allSmolt
203,1992,Coastal,NA,NM_2024,ASP,NA,1993,1992,-14.70977977,-0.756466433,1992,10.7354811,-0.54946546,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
204,1992,Coastal,4.257298028,NM_2025,ASP,0.473686824,1993,1992,-15.60427977,-1.373136236,1992,10.65287416,-0.582051414,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
205,1992,Coastal,4.125589382,NM_2027,ASP,0.392176195,1993,1992,-14.05067977,-0.302081785,1992,10.98269079,-0.451948668,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
206,1992,Coastal,4.972502548,NM_2028,ASP,0.916305983,1993,1992,-12.78077977,0.57338941,1992,8.865713588,-1.287032536,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
207,1992,Coastal,4.09686749,NM_2032,ASP,0.374401056,1993,1992,-13.82107977,-0.143795159,1992,11.26091541,-0.342197419,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
364,1992,Coastal,3.460601194,NM_2024,PRO,0.447667472,1993,1992,-14.70977977,-0.756466433,1992,10.7354811,-0.54946546,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
365,1992,Coastal,2.660293565,NM_2025,PRO,-0.810073518,1993,1992,-15.60427977,-1.373136236,1992,10.65287416,-0.582051414,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
366,1992,Coastal,3.717595929,NM_2027,PRO,0.851553178,1993,1992,-14.05067977,-0.302081785,1992,10.98269079,-0.451948668,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
367,1992,Coastal,2.397425957,NM_2028,PRO,-1.223188867,1993,1992,-12.78077977,0.57338941,1992,8.865713588,-1.287032536,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
368,1992,Coastal,3.431324401,NM_2032,PRO,0.401656887,1993,1992,-13.82107977,-0.143795159,1992,11.26091541,-0.342197419,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
525,1992,Coastal,2.36679302,NM_2024,VAL,0.406461395,1993,1992,-14.70977977,-0.756466433,1992,10.7354811,-0.54946546,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
526,1992,Coastal,1.794855337,NM_2025,VAL,-0.759664963,1993,1992,-15.60427977,-1.373136236,1992,10.65287416,-0.582051414,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
527,1992,Coastal,1.712536886,NM_2027,VAL,-0.927504429,1993,1992,-14.05067977,-0.302081785,1992,10.98269079,-0.451948668,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
528,1992,Coastal,2.702961324,NM_2028,VAL,1.091876487,1993,1992,-12.78077977,0.57338941,1992,8.865713588,-1.287032536,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
529,1992,Coastal,2.403869973,NM_2032,VAL,0.482057763,1993,1992,-13.82107977,-0.143795159,1992,11.26091541,-0.342197419,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
686,1992,Coastal,4.507588505,NM_2024,ALA,0.248810534,1993,1992,-14.70977977,-0.756466433,1992,10.7354811,-0.54946546,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
687,1992,Coastal,3.376703632,NM_2025,ALA,-0.838010334,1993,1992,-15.60427977,-1.373136236,1992,10.65287416,-0.582051414,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
688,1992,Coastal,5.015372188,NM_2027,ALA,0.736808841,1993,1992,-14.05067977,-0.302081785,1992,10.98269079,-0.451948668,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
689,1992,Coastal,4.992203573,NM_2028,ALA,0.714542972,1993,1992,-12.78077977,0.57338941,1992,8.865713588,-1.287032536,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
690,1992,Coastal,4.963024923,NM_2032,ALA,0.686501244,1993,1992,-13.82107977,-0.143795159,1992,11.26091541,-0.342197419,115,-0.191757438,1.673976434,-3.80666249,2.335374916,29.33333333,0,-0.267866375,-0.01713248,1.112,0.3125,1.416666667,-0.000394349,0.206473324,1.25609646,-0.145676314,0.32912478,-0.154031741,-0.291735261,-2.632666667,-0.170778524,-0.29846147,-0.223589169,-0.151171151,-1.901991667,21,-0.088928565,-1.436171976,-0.913359523,-0.051020211,0.647609475,NA,-0.695594906,NA,-0.721776439,1.000502665
24,1994,Coastal,3.805887079,BM_80774,Glu,-0.065652838,1995,1994,NA,NA,1994,11.29791967,-0.327600351,117,-0.000520518,-4.121743536,1.299282984,-2.590267165,-17.33333333,-3.098589659,-0.189371162,0.007408629,0.22525,-0.16,0.6425,0.726272419,1.156473451,0.842763521,0.851323427,0.894208205,-0.035472006,-0.242882906,-1.999833333,-0.162751312,-0.003778442,-0.098227757,0.039000858,-1.0392,23,-0.467439361,-0.586761797,-0.347120251,0.593838841,0.997582165,NA,-0.747168319,NA,-0.553138474,0.639965326
185,1994,Coastal,3.675382374,BM_80774,ASP,0.113556245,1995,1994,NA,NA,1994,11.29791967,-0.327600351,117,-0.000520518,-4.121743536,1.299282984,-2.590267165,-17.33333333,-3.098589659,-0.189371162,0.007408629,0.22525,-0.16,0.6425,0.726272419,1.156473451,0.842763521,0.851323427,0.894208205,-0.035472006,-0.242882906,-1.999833333,-0.162751312,-0.003778442,-0.098227757,0.039000858,-1.0392,23,-0.467439361,-0.586761797,-0.347120251,0.593838841,0.997582165,NA,-0.747168319,NA,-0.553138474,0.639965326
346,1994,Coastal,NA,BM_80774,PRO,NA,1995,1994,NA,NA,1994,11.29791967,-0.327600351,117,-0.000520518,-4.121743536,1.299282984,-2.590267165,-17.33333333,-3.098589659,-0.189371162,0.007408629,0.22525,-0.16,0.6425,0.726272419,1.156473451,0.842763521,0.851323427,0.894208205,-0.035472006,-0.242882906,-1.999833333,-0.162751312,-0.003778442,-0.098227757,0.039000858,-1.0392,23,-0.467439361,-0.586761797,-0.347120251,0.593838841,0.997582165,NA,-0.747168319,NA,-0.553138474,0.639965326
507,1994,Coastal,2.520395592,BM_80774,VAL,0.719642381,1995,1994,NA,NA,1994,11.29791967,-0.327600351,117,-0.000520518,-4.121743536,1.299282984,-2.590267165,-17.33333333,-3.098589659,-0.189371162,0.007408629,0.22525,-0.16,0.6425,0.726272419,1.156473451,0.842763521,0.851323427,0.894208205,-0.035472006,-0.242882906,-1.999833333,-0.162751312,-0.003778442,-0.098227757,0.039000858,-1.0392,23,-0.467439361,-0.586761797,-0.347120251,0.593838841,0.997582165,NA,-0.747168319,NA,-0.553138474,0.639965326
668,1994,Coastal,4.576320586,BM_80774,ALA,0.314864526,1995,1994,NA,NA,1994,11.29791967,-0.327600351,117,-0.000520518,-4.121743536,1.299282984,-2.590267165,-17.33333333,-3.098589659,-0.189371162,0.007408629,0.22525,-0.16,0.6425,0.726272419,1.156473451,0.842763521,0.851323427,0.894208205,-0.035472006,-0.242882906,-1.999833333,-0.162751312,-0.003778442,-0.098227757,0.039000858,-1.0392,23,-0.467439361,-0.586761797,-0.347120251,0.593838841,0.997582165,NA,-0.747168319,NA,-0.553138474,0.639965326
34,1996,Inland,3.494561063,NM_1915,Glu,-0.544502801,1997,1996,-11.30514202,1.590696553,1996,13.47608296,0.53161959,119,0.363888472,2.944438979,-3.320228319,-3.295836866,5.666666667,-2.014903021,-0.862560513,-0.435097751,1.55325,1.170833333,1.460833333,0.229605511,2.453139597,1.282763101,2.024323445,1.497457913,0.285017312,0.321145465,-1.963916667,0.340295055,0.269956403,0.309377072,0.403711987,-0.657691667,25,-1.027284661,-0.96648455,-0.379850461,0.648123711,0.922857711,NA,-0.97377877,NA,-0.428515556,-0.206902026
195,1996,Inland,1.612391199,NM_1915,ASP,-1.163168656,1997,1996,-11.30514202,1.590696553,1996,13.47608296,0.53161959,119,0.363888472,2.944438979,-3.320228319,-3.295836866,5.666666667,-2.014903021,-0.862560513,-0.435097751,1.55325,1.170833333,1.460833333,0.229605511,2.453139597,1.282763101,2.024323445,1.497457913,0.285017312,0.321145465,-1.963916667,0.340295055,0.269956403,0.309377072,0.403711987,-0.657691667,25,-1.027284661,-0.96648455,-0.379850461,0.648123711,0.922857711,NA,-0.97377877,NA,-0.428515556,-0.206902026
356,1996,Inland,3.077750942,NM_1915,PRO,-0.154009231,1997,1996,-11.30514202,1.590696553,1996,13.47608296,0.53161959,119,0.363888472,2.944438979,-3.320228319,-3.295836866,5.666666667,-2.014903021,-0.862560513,-0.435097751,1.55325,1.170833333,1.460833333,0.229605511,2.453139597,1.282763101,2.024323445,1.497457913,0.285017312,0.321145465,-1.963916667,0.340295055,0.269956403,0.309377072,0.403711987,-0.657691667,25,-1.027284661,-0.96648455,-0.379850461,0.648123711,0.922857711,NA,-0.97377877,NA,-0.428515556,-0.206902026
517,1996,Inland,2.757908959,NM_1915,VAL,1.203909472,1997,1996,-11.30514202,1.590696553,1996,13.47608296,0.53161959,119,0.363888472,2.944438979,-3.320228319,-3.295836866,5.666666667,-2.014903021,-0.862560513,-0.435097751,1.55325,1.170833333,1.460833333,0.229605511,2.453139597,1.282763101,2.024323445,1.497457913,0.285017312,0.321145465,-1.963916667,0.340295055,0.269956403,0.309377072,0.403711987,-0.657691667,25,-1.027284661,-0.96648455,-0.379850461,0.648123711,0.922857711,NA,-0.97377877,NA,-0.428515556,-0.206902026
678,1996,Inland,3.747875152,NM_1915,ALA,-0.481301209,1997,1996,-11.30514202,1.590696553,1996,13.47608296,0.53161959,119,0.363888472,2.944438979,-3.320228319,-3.295836866,5.666666667,-2.014903021,-0.862560513,-0.435097751,1.55325,1.170833333,1.460833333,0.229605511,2.453139597,1.282763101,2.024323445,1.497457913,0.285017312,0.321145465,-1.963916667,0.340295055,0.269956403,0.309377072,0.403711987,-0.657691667,25,-1.027284661,-0.96648455,-0.379850461,0.648123711,0.922857711,NA,-0.97377877,NA,-0.428515556,-0.206902026
35,1998,Inland,5.468506596,NM_1917,Glu,2.491619134,1999,1998,-10.68945844,2.015149847,1998,5.885112429,-2.462790095,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
36,1998,Inland,3.623738493,NM_1918,Glu,-0.345815237,1999,1998,-11.09425844,1.736080047,1998,12.58214229,0.178986868,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
37,1998,Inland,3.679278728,NM_1919,Glu,-0.260388906,1999,1998,-11.30705844,1.589375369,1998,11.90905669,-0.086525168,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
196,1998,Inland,5.569506897,NM_1917,ASP,1.285774514,1999,1998,-10.68945844,2.015149847,1998,5.885112429,-2.462790095,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
197,1998,Inland,NA,NM_1918,ASP,NA,1999,1998,-11.09425844,1.736080047,1998,12.58214229,0.178986868,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
198,1998,Inland,4.42733782,NM_1919,ASP,0.578919478,1999,1998,-11.30705844,1.589375369,1998,11.90905669,-0.086525168,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
357,1998,Inland,2.274455838,NM_1917,PRO,-1.416445253,1999,1998,-10.68945844,2.015149847,1998,5.885112429,-2.462790095,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
358,1998,Inland,2.657556824,NM_1918,PRO,-0.814374504,1999,1998,-11.09425844,1.736080047,1998,12.58214229,0.178986868,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
359,1998,Inland,3.368322945,NM_1919,PRO,0.302645567,1999,1998,-11.30705844,1.589375369,1998,11.90905669,-0.086525168,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
518,1998,Inland,3.105994182,NM_1917,VAL,1.913622024,1999,1998,-10.68945844,2.015149847,1998,5.885112429,-2.462790095,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
519,1998,Inland,2.036705841,NM_1918,VAL,-0.266554864,1999,1998,-11.09425844,1.736080047,1998,12.58214229,0.178986868,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
520,1998,Inland,1.882294614,NM_1919,VAL,-0.581384621,1999,1998,-11.30705844,1.589375369,1998,11.90905669,-0.086525168,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
679,1998,Inland,6.540164848,NM_1917,ALA,2.2021892,1999,1998,-10.68945844,2.015149847,1998,5.885112429,-2.462790095,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
680,1998,Inland,3.79489348,NM_1918,ALA,-0.436114912,1999,1998,-11.09425844,1.736080047,1998,12.58214229,0.178986868,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
681,1998,Inland,4.554213417,NM_1919,ALA,0.293618744,1999,1998,-11.30705844,1.589375369,1998,11.90905669,-0.086525168,121,0.184278393,-4.880273476,0,3.164067588,0,-3.295836866,0.465341812,0.224473134,-0.855333333,-1.225,-1.063333333,0.22293901,0.209806734,-0.173903527,-0.005676288,0.063291482,0.213739814,-0.023838402,1.332416667,0.273796016,0.138562905,0.218160552,0.225469985,1.515783333,27,-0.574772068,-1.099059401,-0.703700287,0.993374758,0.631704978,NA,-1.337136908,NA,-0.946085391,0.337792298
33,1999,Inland,3.250295207,NM_1905,Glu,-0.920207658,2000,1999,-10.9691644,1.822320089,1999,14.86308703,1.078751001,122,-0.047463277,-0.84729786,-2.268683541,-0.510825624,21,0.606135804,0.090193649,-0.081257008,-0.4785,-0.835833333,-0.59,0.289605613,0.3224735,0.602763432,-0.129009901,0.271458161,-0.041974332,-0.21669483,0.456666667,0.019467739,0.027804326,0.019859064,-0.005579377,1.885866667,28,-0.675497789,-0.526460192,-0.411452043,1.077985933,0.631704978,NA,0.053782414,NA,-0.565862607,-0.687464213
194,1999,Inland,2.946869862,NM_1905,ASP,-0.337298841,2000,1999,-10.9691644,1.822320089,1999,14.86308703,1.078751001,122,-0.047463277,-0.84729786,-2.268683541,-0.510825624,21,0.606135804,0.090193649,-0.081257008,-0.4785,-0.835833333,-0.59,0.289605613,0.3224735,0.602763432,-0.129009901,0.271458161,-0.041974332,-0.21669483,0.456666667,0.019467739,0.027804326,0.019859064,-0.005579377,1.885866667,28,-0.675497789,-0.526460192,-0.411452043,1.077985933,0.631704978,NA,0.053782414,NA,-0.565862607,-0.687464213
355,1999,Inland,2.972994523,NM_1905,PRO,-0.318641475,2000,1999,-10.9691644,1.822320089,1999,14.86308703,1.078751001,122,-0.047463277,-0.84729786,-2.268683541,-0.510825624,21,0.606135804,0.090193649,-0.081257008,-0.4785,-0.835833333,-0.59,0.289605613,0.3224735,0.602763432,-0.129009901,0.271458161,-0.041974332,-0.21669483,0.456666667,0.019467739,0.027804326,0.019859064,-0.005579377,1.885866667,28,-0.675497789,-0.526460192,-0.411452043,1.077985933,0.631704978,NA,0.053782414,NA,-0.565862607,-0.687464213
516,1999,Inland,1.54156698,NM_1905,VAL,-1.276095752,2000,1999,-10.9691644,1.822320089,1999,14.86308703,1.078751001,122,-0.047463277,-0.84729786,-2.268683541,-0.510825624,21,0.606135804,0.090193649,-0.081257008,-0.4785,-0.835833333,-0.59,0.289605613,0.3224735,0.602763432,-0.129009901,0.271458161,-0.041974332,-0.21669483,0.456666667,0.019467739,0.027804326,0.019859064,-0.005579377,1.885866667,28,-0.675497789,-0.526460192,-0.411452043,1.077985933,0.631704978,NA,0.053782414,NA,-0.565862607,-0.687464213
